#     FILENAME=!Skynet_57528_lach-cc-80_20519_20926.cyb.fits
#     BASENAME=Skynet_57528_lach-cc-80_20519_20926
#     SRC_NAME=lach-cc-80
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-20T16:01:39.500
#        OBSID=20519
#      SCANNUM=20926
#          MJD=57528.6689
#          UTC=57788
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=20:35:51.42
#          DEC=40:39:49.25
#      RA(hrs)=20.597800
#     DEC(deg)=40.663800
#    AZIM(deg)=303.553
#    ELEV(deg)=23.665
#     IFattens=12.00, 11.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     307.7010     257.7789   1427.81250     307.7010     257.7789
   1427.79724     308.4003     258.5850   1427.79724     308.4003     258.5850
   1427.78198     308.4958     259.3909   1427.78198     308.4958     259.3909
   1427.76672     309.8120     259.4578   1427.76672     309.8120     259.4578
   1427.75146     310.1065     260.0948   1427.75146     310.1065     260.0948
   1427.73621     311.0723     261.3598   1427.73621     311.0723     261.3598
   1427.72095     311.6364     261.8723   1427.72095     311.6364     261.8723
   1427.70569     312.5347     262.5988   1427.70569     312.5347     262.5988
   1427.69043     313.5018     262.9287   1427.69043     313.5018     262.9287
   1427.67517     313.6009     264.0409   1427.67517     313.6009     264.0409
   1427.65991     314.2257     264.6236   1427.65991     314.2257     264.6236
   1427.64465     315.6349     265.8214   1427.64465     315.6349     265.8214
   1427.62939     317.2798     266.5985   1427.62939     317.2798     266.5985
   1427.61414     317.4467     267.5651   1427.61414     317.4467     267.5651
   1427.59888     318.9641     268.5705   1427.59888     318.9641     268.5705
   1427.58362     319.5642     269.8646   1427.58362     319.5642     269.8646
   1427.56836     320.5703     270.3251   1427.56836     320.5703     270.3251
   1427.55310     322.1397     271.2665   1427.55310     322.1397     271.2665
   1427.53784     323.7667     272.6916   1427.53784     323.7667     272.6916
   1427.52258     324.6696     274.3257   1427.52258     324.6696     274.3257
   1427.50732     325.5792     275.4174   1427.50732     325.5792     275.4174
   1427.49207     327.3714     276.4815   1427.49207     327.3714     276.4815
