#     FILENAME=!Skynet_57528_lach-cc-230_20646_21027.cyb.fits
#     BASENAME=Skynet_57528_lach-cc-230_20646_21027
#     SRC_NAME=lach-cc-230
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-20T19:30:04.680
#        OBSID=20646
#      SCANNUM=21027
#          MJD=57528.8136
#          UTC=70294
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=07:23:16.46
#          DEC=-15:08:35.79
#      RA(hrs)=7.387900
#     DEC(deg)=-15.143300
#    AZIM(deg)=156.862
#    ELEV(deg)=33.218
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     363.5740     283.7799   1427.81250     363.5740     283.7799
   1427.79724     364.8522     284.5785   1427.79724     364.8522     284.5785
   1427.78198     365.5952     285.0756   1427.78198     365.5952     285.0756
   1427.76672     366.1688     285.0453   1427.76672     366.1688     285.0453
   1427.75146     366.1862     285.8007   1427.75146     366.1862     285.8007
   1427.73621     367.6908     286.6021   1427.73621     367.6908     286.6021
   1427.72095     368.8750     286.9914   1427.72095     368.8750     286.9914
   1427.70569     369.7018     287.7474   1427.70569     369.7018     287.7474
   1427.69043     371.2232     288.7176   1427.69043     371.2232     288.7176
   1427.67517     372.7234     289.4110   1427.67517     372.7234     289.4110
   1427.65991     373.0047     290.1606   1427.65991     373.0047     290.1606
   1427.64465     374.6921     291.3426   1427.64465     374.6921     291.3426
   1427.62939     375.7392     292.2476   1427.62939     375.7392     292.2476
   1427.61414     377.1104     292.9644   1427.61414     377.1104     292.9644
   1427.59888     377.9435     293.9025   1427.59888     377.9435     293.9025
   1427.58362     379.7190     295.2905   1427.58362     379.7190     295.2905
   1427.56836     381.7448     296.1386   1427.56836     381.7448     296.1386
   1427.55310     382.9954     297.3295   1427.55310     382.9954     297.3295
   1427.53784     384.5004     298.7754   1427.53784     384.5004     298.7754
   1427.52258     386.2989     299.7868   1427.52258     386.2989     299.7868
   1427.50732     387.2831     301.0579   1427.50732     387.2831     301.0579
   1427.49207     389.5627     302.2655   1427.49207     389.5627     302.2655
   1427.47681     390.6306     303.8430   1427.47681     390.6306     303.8430
   1427.46155     393.0453     304.7826   1427.46155     393.0453     304.7826
   1427.44629     393.6927     306.4583   1427.44629     393.6927     306.4583
   1427.43103     396.3604     307.5189   1427.43103     396.3604     307.5189
   1427.41577     397.9645     309.1344   1427.41577     397.9645     309.1344
   1427.40051     400.1589     310.7068   1427.40051     400.1589     310.7068
   1427.38525     402.5651     312.2006   1427.38525     402.5651     312.2006
   1427.37000     404.1826     313.8038   1427.37000     404.1826     313.8038
   1427.35474     406.3635     314.9743   1427.35474     406.3635     314.9743
   1427.33948     408.0622     317.1759   1427.33948     408.0622     317.1759
   1427.32422     410.7336     318.2624   1427.32422     410.7336     318.2624
   1427.30896     412.2545     319.7499   1427.30896     412.2545     319.7499
   1427.29370     414.3375     321.7291   1427.29370     414.3375     321.7291
   1427.27844     417.4047     323.4327   1427.27844     417.4047     323.4327
   1427.26318     419.2984     325.5982   1427.26318     419.2984     325.5982
   1427.24792     421.9232     327.0077   1427.24792     421.9232     327.0077
   1427.23267     423.2867     328.4059   1427.23267     423.2867     328.4059
   1427.21741     426.7327     331.1018   1427.21741     426.7327     331.1018
   1427.20215     428.8682     332.8016   1427.20215     428.8682     332.8016
   1427.18689     431.0456     334.1504   1427.18689     431.0456     334.1504
   1427.17163     434.2227     335.9838   1427.17163     434.2227     335.9838
   1427.15637     436.4778     338.2498   1427.15637     436.4778     338.2498
   1427.14111     438.6440     340.3409   1427.14111     438.6440     340.3409
   1427.12585     441.3521     342.9547   1427.12585     441.3521     342.9547
   1427.11060     443.3954     343.9702   1427.11060     443.3954     343.9702
   1427.09534     446.3351     346.4444   1427.09534     446.3351     346.4444
   1427.08008     448.7477     348.8818   1427.08008     448.7477     348.8818
   1427.06482     452.0687     350.6327   1427.06482     452.0687     350.6327
   1427.04956     453.5447     352.3755   1427.04956     453.5447     352.3755
   1427.03430     457.5042     354.9339   1427.03430     457.5042     354.9339
   1427.01904     459.7307     357.0266   1427.01904     459.7307     357.0266
   1427.00378     462.1867     358.6793   1427.00378     462.1867     358.6793
   1426.98853     465.0492     361.5077   1426.98853     465.0492     361.5077
   1426.97327     467.4879     364.1273   1426.97327     467.4879     364.1273
   1426.95801     470.5896     366.0428   1426.95801     470.5896     366.0428
   1426.94275     473.8236     368.1023   1426.94275     473.8236     368.1023
   1426.92749     475.8012     370.4448   1426.92749     475.8012     370.4448
   1426.91223     479.0100     372.8608   1426.91223     479.0100     372.8608
   1426.89697     481.8912     374.6430   1426.89697     481.8912     374.6430
   1426.88171     485.1697     377.0609   1426.88171     485.1697     377.0609
   1426.86646     487.7255     379.6980   1426.86646     487.7255     379.6980
   1426.85120     490.2617     381.8888   1426.85120     490.2617     381.8888
   1426.83594     492.7143     384.1911   1426.83594     492.7143     384.1911
   1426.82068     496.6011     385.9864   1426.82068     496.6011     385.9864
   1426.80542     498.8648     388.8900   1426.80542     498.8648     388.8900
   1426.79016     502.7794     391.5565   1426.79016     502.7794     391.5565
   1426.77490     505.0894     394.1951   1426.77490     505.0894     394.1951
   1426.75964     507.7576     395.6574   1426.75964     507.7576     395.6574
   1426.74438     510.6830     398.4663   1426.74438     510.6830     398.4663
   1426.72913     513.3875     401.7097   1426.72913     513.3875     401.7097
   1426.71387     515.1755     403.3820   1426.71387     515.1755     403.3820
   1426.69861     518.5827     405.2407   1426.69861     518.5827     405.2407
   1426.68335     522.6145     408.3026   1426.68335     522.6145     408.3026
   1426.66809     525.2172     411.3968   1426.66809     525.2172     411.3968
   1426.65283     528.5282     413.4383   1426.65283     528.5282     413.4383
   1426.63757     531.0778     415.5045   1426.63757     531.0778     415.5045
   1426.62231     539.7167     420.8132   1426.62231     539.7167     420.8132
   1426.60706     537.7158     420.4953   1426.60706     537.7158     420.4953
   1426.59180     540.2997     422.9744   1426.59180     540.2997     422.9744
   1426.57654     542.4233     425.3540   1426.57654     542.4233     425.3540
   1426.56128     545.8650     428.2925   1426.56128     545.8650     428.2925
   1426.54602     548.0556     430.3441   1426.54602     548.0556     430.3441
   1426.53076     551.6471     433.2901   1426.53076     551.6471     433.2901
   1426.51550     553.1197     435.3770   1426.51550     553.1197     435.3770
   1426.50024     557.3917     437.4875   1426.50024     557.3917     437.4875
   1426.48499     560.4138     439.5146   1426.48499     560.4138     439.5146
   1426.46973     562.7427     442.8719   1426.46973     562.7427     442.8719
   1426.45447     565.9017     445.9575   1426.45447     565.9017     445.9575
   1426.43921     568.5452     447.7999   1426.43921     568.5452     447.7999
   1426.42395     571.4578     449.8033   1426.42395     571.4578     449.8033
   1426.40869     573.6869     453.1833   1426.40869     573.6869     453.1833
   1426.39343     577.1508     455.5365   1426.39343     577.1508     455.5365
   1426.37817     580.4468     457.3354   1426.37817     580.4468     457.3354
   1426.36292     583.2141     460.2228   1426.36292     583.2141     460.2228
   1426.34766     585.3737     462.5923   1426.34766     585.3737     462.5923
   1426.33240     589.0804     465.1165   1426.33240     589.0804     465.1165
   1426.31714     590.9568     467.1755   1426.31714     590.9568     467.1755
   1426.30188     593.2131     470.3690   1426.30188     593.2131     470.3690
   1426.28662     595.6583     472.4213   1426.28662     595.6583     472.4213
   1426.27136     597.9340     475.0477   1426.27136     597.9340     475.0477
   1426.25610     601.1415     476.9069   1426.25610     601.1415     476.9069
   1426.24084     604.0834     479.6214   1426.24084     604.0834     479.6214
   1426.22559     607.3973     481.9272   1426.22559     607.3973     481.9272
   1426.21033     609.8098     484.5221   1426.21033     609.8098     484.5221
   1426.19507     612.6294     487.2618   1426.19507     612.6294     487.2618
   1426.17981     614.0216     488.7344   1426.17981     614.0216     488.7344
   1426.16455     616.6559     490.8690   1426.16455     616.6559     490.8690
   1426.14929     619.2775     493.7443   1426.14929     619.2775     493.7443
   1426.13403     621.5883     495.8082   1426.13403     621.5883     495.8082
   1426.11877     623.7777     498.4787   1426.11877     623.7777     498.4787
   1426.10352     626.3627     500.9546   1426.10352     626.3627     500.9546
   1426.08826     628.7437     502.9800   1426.08826     628.7437     502.9800
   1426.07300     631.2872     505.0399   1426.07300     631.2872     505.0399
   1426.05774     633.7777     507.2123   1426.05774     633.7777     507.2123
   1426.04248     636.2347     509.8958   1426.04248     636.2347     509.8958
   1426.02722     638.4911     512.5345   1426.02722     638.4911     512.5345
   1426.01196     639.5115     514.7193   1426.01196     639.5115     514.7193
   1425.99670     644.0323     516.7919   1425.99670     644.0323     516.7919
   1425.98145     645.6780     519.0075   1425.98145     645.6780     519.0075
   1425.96619     646.5823     521.1121   1425.96619     646.5823     521.1121
   1425.95093     650.1315     524.3594   1425.95093     650.1315     524.3594
   1425.93567     651.6838     526.1711   1425.93567     651.6838     526.1711
   1425.92041     653.5445     527.2576   1425.92041     653.5445     527.2576
   1425.90515     656.5814     530.1918   1425.90515     656.5814     530.1918
   1425.88989     657.7075     531.9251   1425.88989     657.7075     531.9251
   1425.87463     659.9283     534.8356   1425.87463     659.9283     534.8356
   1425.85938     662.7946     536.4247   1425.85938     662.7946     536.4247
   1425.84412     663.7932     538.1552   1425.84412     663.7932     538.1552
   1425.82886     664.8755     541.1038   1425.82886     664.8755     541.1038
   1425.81360     668.6039     543.3309   1425.81360     668.6039     543.3309
   1425.79834     670.3223     544.5584   1425.79834     670.3223     544.5584
   1425.78308     671.5205     546.5676   1425.78308     671.5205     546.5676
   1425.76782     673.8263     548.5148   1425.76782     673.8263     548.5148
   1425.75256     675.3298     551.4310   1425.75256     675.3298     551.4310
