#     FILENAME=!Skynet_57533_lach-hhg-195-2_20797_21208.cyb.fits
#     BASENAME=Skynet_57533_lach-hhg-195-2_20797_21208
#     SRC_NAME=lach-hhg-195-2
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-25T18:33:48.680
#        OBSID=20797
#      SCANNUM=21208
#          MJD=57533.7745
#          UTC=66918
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=06:17:49.81
#          DEC=15:54:12.74
#      RA(hrs)=6.297200
#     DEC(deg)=15.903500
#    AZIM(deg)=150.494
#    ELEV(deg)=64.874
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     365.5051     261.9914   1427.81250     365.5051     261.9914
   1427.79724     365.7220     263.1603   1427.79724     365.7220     263.1603
   1427.78198     366.0875     263.7779   1427.78198     366.0875     263.7779
   1427.76672     367.0250     264.9563   1427.76672     367.0250     264.9563
   1427.75146     368.1206     265.5288   1427.75146     368.1206     265.5288
   1427.73621     368.8336     266.9226   1427.73621     368.8336     266.9226
   1427.72095     369.5571     268.0038   1427.72095     369.5571     268.0038
   1427.70569     370.0871     269.3041   1427.70569     370.0871     269.3041
   1427.69043     371.1839     270.3606   1427.69043     371.1839     270.3606
   1427.67517     371.9678     271.3773   1427.67517     371.9678     271.3773
   1427.65991     373.2834     272.5897   1427.65991     373.2834     272.5897
   1427.64465     374.0444     273.9310   1427.64465     374.0444     273.9310
   1427.62939     376.1726     275.3741   1427.62939     376.1726     275.3741
   1427.61414     376.9387     276.8973   1427.61414     376.9387     276.8973
   1427.59888     377.8533     277.3977   1427.59888     377.8533     277.3977
   1427.58362     379.4930     278.8695   1427.58362     379.4930     278.8695
   1427.56836     380.4735     280.2899   1427.56836     380.4735     280.2899
   1427.55310     381.8880     282.4463   1427.55310     381.8880     282.4463
   1427.53784     383.4995     283.1127   1427.53784     383.4995     283.1127
   1427.52258     384.9608     284.5049   1427.52258     384.9608     284.5049
   1427.50732     387.2631     286.2816   1427.50732     387.2631     286.2816
   1427.49207     387.8736     287.7314   1427.49207     387.8736     287.7314
   1427.47681     390.2476     289.2381   1427.47681     390.2476     289.2381
   1427.46155     391.7903     290.7204   1427.46155     391.7903     290.7204
   1427.44629     393.7445     292.4766   1427.44629     393.7445     292.4766
   1427.43103     394.8619     294.0925   1427.43103     394.8619     294.0925
   1427.41577     396.4865     295.4860   1427.41577     396.4865     295.4860
   1427.40051     399.0586     297.4117   1427.40051     399.0586     297.4117
   1427.38525     400.9867     298.7736   1427.38525     400.9867     298.7736
   1427.37000     403.4331     300.4070   1427.37000     403.4331     300.4070
   1427.35474     405.0686     302.1704   1427.35474     405.0686     302.1704
   1427.33948     407.3617     303.4843   1427.33948     407.3617     303.4843
   1427.32422     409.8210     305.4006   1427.32422     409.8210     305.4006
   1427.30896     411.3543     307.2225   1427.30896     411.3543     307.2225
   1427.29370     413.8000     309.2953   1427.29370     413.8000     309.2953
   1427.27844     416.7476     310.8352   1427.27844     416.7476     310.8352
