#     FILENAME=!Skynet_57528_lach-hhg-111_20380_20918.cyb.fits
#     BASENAME=Skynet_57528_lach-hhg-111_20380_20918
#     SRC_NAME=lach-hhg-111
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T15:45:24.500
#        OBSID=20380
#      SCANNUM=20918
#          MJD=57528.6576
#          UTC=56814
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=23:12:01.69
#          DEC=60:32:49.39
#      RA(hrs)=23.200500
#     DEC(deg)=60.547100
#    AZIM(deg)=322.384
#    ELEV(deg)=53.344
#     IFattens=11.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     306.8560     238.1069   1427.81250     306.8560     238.1069
   1427.79724     307.6833     238.6763   1427.79724     307.6833     238.6763
   1427.78198     307.8467     239.3687   1427.78198     307.8467     239.3687
   1427.76672     308.7992     240.2320   1427.76672     308.7992     240.2320
   1427.75146     308.6885     240.5933   1427.75146     308.6885     240.5933
   1427.73621     309.8061     241.3493   1427.73621     309.8061     241.3493
   1427.72095     310.3228     242.4366   1427.72095     310.3228     242.4366
   1427.70569     311.7805     243.3401   1427.70569     311.7805     243.3401
   1427.69043     312.0169     244.3928   1427.69043     312.0169     244.3928
   1427.67517     312.8758     244.6819   1427.67517     312.8758     244.6819
   1427.65991     314.0718     246.2162   1427.65991     314.0718     246.2162
   1427.64465     315.2875     247.0185   1427.64465     315.2875     247.0185
   1427.62939     315.9702     247.9315   1427.62939     315.9702     247.9315
   1427.61414     316.7966     248.7715   1427.61414     316.7966     248.7715
   1427.59888     318.0586     249.9049   1427.59888     318.0586     249.9049
   1427.58362     318.9732     250.9762   1427.58362     318.9732     250.9762
   1427.56836     320.3528     252.0006   1427.56836     320.3528     252.0006
   1427.55310     321.3910     253.2854   1427.55310     321.3910     253.2854
