#     FILENAME=!Skynet_57533_lach-hhg-191-2_20788_21212.cyb.fits
#     BASENAME=Skynet_57533_lach-hhg-191-2_20788_21212
#     SRC_NAME=lach-hhg-191-2
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-25T18:41:54.180
#        OBSID=20788
#      SCANNUM=21212
#          MJD=57533.7801
#          UTC=67403
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=06:09:46.34
#          DEC=19:24:56.05
#      RA(hrs)=6.163100
#     DEC(deg)=19.415600
#    AZIM(deg)=156.537
#    ELEV(deg)=69.550
#     IFattens=10.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     294.9189     275.2689   1427.81250     294.9189     275.2689
   1427.79724     295.2339     276.2439   1427.79724     295.2339     276.2439
   1427.78198     295.4215     276.9868   1427.78198     295.4215     276.9868
   1427.76672     295.7625     277.8082   1427.76672     295.7625     277.8082
   1427.75146     296.7407     278.7402   1427.75146     296.7407     278.7402
   1427.73621     297.1797     280.3557   1427.73621     297.1797     280.3557
   1427.72095     298.3044     281.0533   1427.72095     298.3044     281.0533
   1427.70569     298.1770     282.1456   1427.70569     298.1770     282.1456
   1427.69043     299.7933     283.1652   1427.69043     299.7933     283.1652
   1427.67517     299.7402     284.0879   1427.67517     299.7402     284.0879
   1427.65991     300.9534     285.8578   1427.65991     300.9534     285.8578
   1427.64465     301.8027     286.7446   1427.64465     301.8027     286.7446
   1427.62939     302.8384     287.7962   1427.62939     302.8384     287.7962
   1427.61414     303.5479     289.8063   1427.61414     303.5479     289.8063
   1427.59888     304.5487     290.4263   1427.59888     304.5487     290.4263
   1427.58362     305.9303     291.6852   1427.58362     305.9303     291.6852
   1427.56836     306.7897     293.2702   1427.56836     306.7897     293.2702
   1427.55310     308.5118     294.3516   1427.55310     308.5118     294.3516
   1427.53784     309.3259     296.2155   1427.53784     309.3259     296.2155
