#     FILENAME=!Skynet_57528_lach-hhg-153_20503_20977.cyb.fits
#     BASENAME=Skynet_57528_lach-hhg-153_20503_20977
#     SRC_NAME=lach-hhg-153
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T17:43:34.750
#        OBSID=20503
#      SCANNUM=20977
#          MJD=57528.7396
#          UTC=63904
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=04:18:30.14
#          DEC=50:22:28.05
#      RA(hrs)=4.308400
#     DEC(deg)=50.374500
#    AZIM(deg)=359.745
#    ELEV(deg)=77.952
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     378.9418     335.4409   1427.81250     378.9418     335.4409
   1427.79724     379.7754     336.7291   1427.79724     379.7754     336.7291
   1427.78198     380.7567     338.3615   1427.78198     380.7567     338.3615
   1427.76672     381.3562     339.8355   1427.76672     381.3562     339.8355
   1427.75146     382.5602     341.1555   1427.75146     382.5602     341.1555
   1427.73621     382.9138     342.9827   1427.73621     382.9138     342.9827
   1427.72095     384.2923     344.4831   1427.72095     384.2923     344.4831
   1427.70569     385.1240     346.4593   1427.70569     385.1240     346.4593
   1427.69043     385.8077     348.2947   1427.69043     385.8077     348.2947
   1427.67517     386.9734     349.3972   1427.67517     386.9734     349.3972
   1427.65991     388.2854     351.3494   1427.65991     388.2854     351.3494
   1427.64465     388.9130     353.2605   1427.64465     388.9130     353.2605
   1427.62939     390.6859     355.7822   1427.62939     390.6859     355.7822
   1427.61414     391.8051     357.1439   1427.61414     391.8051     357.1439
   1427.59888     393.2062     358.7987   1427.59888     393.2062     358.7987
   1427.58362     394.6261     360.8631   1427.58362     394.6261     360.8631
   1427.56836     396.3596     362.5421   1427.56836     396.3596     362.5421
   1427.55310     397.7463     364.7385   1427.55310     397.7463     364.7385
   1427.53784     399.1801     367.3326   1427.53784     399.1801     367.3326
   1427.52258     400.8874     369.6704   1427.52258     400.8874     369.6704
   1427.50732     402.6306     371.4084   1427.50732     402.6306     371.4084
   1427.49207     404.0222     373.3144   1427.49207     404.0222     373.3144
   1427.47681     405.6032     375.4913   1427.47681     405.6032     375.4913
   1427.46155     407.8313     377.7668   1427.46155     407.8313     377.7668
   1427.44629     410.0701     379.6436   1427.44629     410.0701     379.6436
   1427.43103     411.8063     382.2516   1427.43103     411.8063     382.2516
   1427.41577     413.7269     384.6961   1427.41577     413.7269     384.6961
   1427.40051     415.4326     387.1723   1427.40051     415.4326     387.1723
   1427.38525     417.1146     389.9923   1427.38525     417.1146     389.9923
   1427.37000     419.2246     391.0538   1427.37000     419.2246     391.0538
   1427.35474     421.3960     394.4116   1427.35474     421.3960     394.4116
   1427.33948     423.4903     396.3619   1427.33948     423.4903     396.3619
   1427.32422     426.3178     398.7260   1427.32422     426.3178     398.7260
   1427.30896     428.0063     400.7785   1427.30896     428.0063     400.7785
   1427.29370     430.4872     403.8858   1427.29370     430.4872     403.8858
   1427.27844     432.3313     405.3888   1427.27844     432.3313     405.3888
   1427.26318     434.6085     408.7047   1427.26318     434.6085     408.7047
   1427.24792     437.2457     410.8968   1427.24792     437.2457     410.8968
   1427.23267     440.4268     413.6515   1427.23267     440.4268     413.6515
   1427.21741     442.1962     415.5607   1427.21741     442.1962     415.5607
   1427.20215     444.5657     418.4665   1427.20215     444.5657     418.4665
   1427.18689     447.2775     420.6750   1427.18689     447.2775     420.6750
   1427.17163     449.9404     423.4034   1427.17163     449.9404     423.4034
   1427.15637     452.2355     425.7917   1427.15637     452.2355     425.7917
   1427.14111     454.5325     427.9593   1427.14111     454.5325     427.9593
   1427.12585     457.8557     431.0084   1427.12585     457.8557     431.0084
   1427.11060     460.1045     433.2778   1427.11060     460.1045     433.2778
   1427.09534     462.9944     435.7677   1427.09534     462.9944     435.7677
   1427.08008     465.8911     437.9479   1427.08008     465.8911     437.9479
   1427.06482     468.9308     439.9059   1427.06482     468.9308     439.9059
   1427.04956     470.5832     442.1299   1427.04956     470.5832     442.1299
   1427.03430     473.3919     446.4708   1427.03430     473.3919     446.4708
   1427.01904     476.5686     448.3084   1427.01904     476.5686     448.3084
   1427.00378     479.5587     450.9068   1427.00378     479.5587     450.9068
   1426.98853     482.4092     453.0088   1426.98853     482.4092     453.0088
   1426.97327     485.4801     455.9691   1426.97327     485.4801     455.9691
   1426.95801     487.7341     458.0410   1426.95801     487.7341     458.0410
   1426.94275     491.2603     460.0800   1426.94275     491.2603     460.0800
   1426.92749     494.2042     462.8749   1426.92749     494.2042     462.8749
   1426.91223     495.9135     465.0111   1426.91223     495.9135     465.0111
   1426.89697     499.2380     467.5793   1426.89697     499.2380     467.5793
   1426.88171     503.4676     470.2527   1426.88171     503.4676     470.2527
   1426.86646     506.1027     472.5233   1426.86646     506.1027     472.5233
   1426.85120     508.4134     475.7057   1426.85120     508.4134     475.7057
   1426.83594     512.2187     476.9303   1426.83594     512.2187     476.9303
   1426.82068     515.1895     479.4063   1426.82068     515.1895     479.4063
   1426.80542     517.9112     481.8958   1426.80542     517.9112     481.8958
   1426.79016     521.0880     484.4858   1426.79016     521.0880     484.4858
   1426.77490     524.7609     487.7593   1426.77490     524.7609     487.7593
   1426.75964     527.2511     489.5846   1426.75964     527.2511     489.5846
   1426.74438     530.9544     491.6156   1426.74438     530.9544     491.6156
   1426.72913     533.7990     494.3904   1426.72913     533.7990     494.3904
   1426.71387     536.0735     496.8168   1426.71387     536.0735     496.8168
   1426.69861     539.8121     498.9665   1426.69861     539.8121     498.9665
   1426.68335     543.6726     501.2254   1426.68335     543.6726     501.2254
   1426.66809     545.9451     503.4033   1426.66809     545.9451     503.4033
   1426.65283     548.9476     504.4520   1426.65283     548.9476     504.4520
   1426.63757     552.0165     507.0485   1426.63757     552.0165     507.0485
   1426.62231     557.9033     512.5889   1426.62231     557.9033     512.5889
   1426.60706     557.6115     512.0190   1426.60706     557.6115     512.0190
   1426.59180     561.5466     514.1633   1426.59180     561.5466     514.1633
   1426.57654     565.1617     515.0563   1426.57654     565.1617     515.0563
   1426.56128     568.7003     517.6698   1426.56128     568.7003     517.6698
   1426.54602     570.4810     519.8763   1426.54602     570.4810     519.8763
   1426.53076     574.5469     521.6359   1426.53076     574.5469     521.6359
   1426.51550     576.5101     523.1821   1426.51550     576.5101     523.1821
   1426.50024     580.9861     524.9535   1426.50024     580.9861     524.9535
   1426.48499     583.9098     526.8670   1426.48499     583.9098     526.8670
   1426.46973     586.8734     527.8386   1426.46973     586.8734     527.8386
   1426.45447     589.7557     531.5199   1426.45447     589.7557     531.5199
   1426.43921     592.6937     532.4750   1426.43921     592.6937     532.4750
   1426.42395     595.2542     534.9730   1426.42395     595.2542     534.9730
   1426.40869     598.1666     536.7346   1426.40869     598.1666     536.7346
   1426.39343     601.4244     537.6653   1426.39343     601.4244     537.6653
   1426.37817     604.4507     540.0480   1426.37817     604.4507     540.0480
   1426.36292     608.6750     542.2850   1426.36292     608.6750     542.2850
   1426.34766     610.4958     544.7656   1426.34766     610.4958     544.7656
   1426.33240     613.6995     545.7139   1426.33240     613.6995     545.7139
   1426.31714     616.6210     547.0012   1426.31714     616.6210     547.0012
   1426.30188     620.8890     549.1812   1426.30188     620.8890     549.1812
   1426.28662     621.5807     550.4429   1426.28662     621.5807     550.4429
   1426.27136     625.3849     552.4117   1426.27136     625.3849     552.4117
   1426.25610     627.7975     553.2407   1426.25610     627.7975     553.2407
   1426.24084     630.8782     555.8855   1426.24084     630.8782     555.8855
   1426.22559     635.0370     557.1810   1426.22559     635.0370     557.1810
   1426.21033     637.4243     559.1090   1426.21033     637.4243     559.1090
   1426.19507     640.6262     559.9858   1426.19507     640.6262     559.9858
   1426.17981     642.1214     561.5364   1426.17981     642.1214     561.5364
   1426.16455     646.0355     563.0338   1426.16455     646.0355     563.0338
   1426.14929     647.8989     564.8804   1426.14929     647.8989     564.8804
   1426.13403     650.6859     566.1352   1426.13403     650.6859     566.1352
   1426.11877     654.1343     567.6985   1426.11877     654.1343     567.6985
   1426.10352     655.8081     568.8594   1426.10352     655.8081     568.8594
   1426.08826     659.2432     569.7508   1426.08826     659.2432     569.7508
   1426.07300     662.0403     572.3478   1426.07300     662.0403     572.3478
   1426.05774     664.5308     571.8593   1426.05774     664.5308     571.8593
   1426.04248     667.4205     573.9897   1426.04248     667.4205     573.9897
   1426.02722     669.1705     575.1303   1426.02722     669.1705     575.1303
   1426.01196     673.3256     576.4418   1426.01196     673.3256     576.4418
   1425.99670     674.4869     577.6873   1425.99670     674.4869     577.6873
   1425.98145     676.5649     578.9637   1425.98145     676.5649     578.9637
