#     FILENAME=!Skynet_57535_lach-hhg-247-2_20900_21315.cyb.fits
#     BASENAME=Skynet_57535_lach-hhg-247-2_20900_21315
#     SRC_NAME=lach-hhg-247-2
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-27T21:36:06.810
#        OBSID=20900
#      SCANNUM=21315
#          MJD=57535.9011
#          UTC=77856
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.1148
#           RA=07:59:59.51
#          DEC=-29:54:16.41
#      RA(hrs)=7.999900
#     DEC(deg)=-29.904600
#    AZIM(deg)=188.664
#    ELEV(deg)=20.846
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     383.0884     244.4815   1427.81250     383.0884     244.4815
   1427.79724     383.6034     244.0679   1427.79724     383.6034     244.0679
   1427.78198     384.2513     244.2466   1427.78198     384.2513     244.2466
   1427.76672     385.1654     244.9542   1427.76672     385.1654     244.9542
   1427.75146     385.6352     244.9143   1427.75146     385.6352     244.9143
   1427.73621     386.9185     245.9441   1427.73621     386.9185     245.9441
   1427.72095     387.8997     245.8791   1427.72095     387.8997     245.8791
   1427.70569     388.9788     246.4249   1427.70569     388.9788     246.4249
   1427.69043     390.1284     247.2985   1427.69043     390.1284     247.2985
   1427.67517     390.6726     247.3349   1427.67517     390.6726     247.3349
   1427.65991     391.5950     248.1942   1427.65991     391.5950     248.1942
   1427.64465     392.7926     248.7368   1427.64465     392.7926     248.7368
   1427.62939     394.2426     249.7602   1427.62939     394.2426     249.7602
   1427.61414     395.2219     250.2424   1427.61414     395.2219     250.2424
   1427.59888     397.0410     250.4369   1427.59888     397.0410     250.4369
   1427.58362     397.8863     251.7344   1427.58362     397.8863     251.7344
   1427.56836     399.8860     252.2883   1427.56836     399.8860     252.2883
   1427.55310     401.1296     253.1699   1427.55310     401.1296     253.1699
   1427.53784     402.6208     253.6061   1427.53784     402.6208     253.6061
   1427.52258     404.2502     254.7363   1427.52258     404.2502     254.7363
   1427.50732     405.3752     255.9810   1427.50732     405.3752     255.9810
   1427.49207     407.7816     256.5122   1427.49207     407.7816     256.5122
   1427.47681     409.6403     257.6527   1427.47681     409.6403     257.6527
   1427.46155     411.1135     258.7527   1427.46155     411.1135     258.7527
   1427.44629     412.2874     259.6065   1427.44629     412.2874     259.6065
   1427.43103     414.4343     260.6210   1427.43103     414.4343     260.6210
   1427.41577     416.7184     261.8284   1427.41577     416.7184     261.8284
   1427.40051     418.6317     263.1887   1427.40051     418.6317     263.1887
   1427.38525     420.4825     264.4522   1427.38525     420.4825     264.4522
   1427.37000     422.0294     265.2487   1427.37000     422.0294     265.2487
   1427.35474     424.4793     266.9964   1427.35474     424.4793     266.9964
   1427.33948     426.4242     268.1072   1427.33948     426.4242     268.1072
   1427.32422     427.7663     269.2623   1427.32422     427.7663     269.2623
   1427.30896     430.0191     270.8880   1427.30896     430.0191     270.8880
   1427.29370     432.6477     272.1857   1427.29370     432.6477     272.1857
   1427.27844     434.7312     273.8140   1427.27844     434.7312     273.8140
   1427.26318     437.2012     275.0712   1427.26318     437.2012     275.0712
