#     FILENAME=!Skynet_57533_lach-hhg-190-2_20786_21213.cyb.fits
#     BASENAME=Skynet_57533_lach-hhg-190-2_20786_21213
#     SRC_NAME=lach-hhg-190-2
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-25T18:43:55.180
#        OBSID=20786
#      SCANNUM=21213
#          MJD=57533.7816
#          UTC=67525
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=06:07:43.73
#          DEC=20:17:23.64
#      RA(hrs)=6.128800
#     DEC(deg)=20.289900
#    AZIM(deg)=158.415
#    ELEV(deg)=70.682
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     380.5434     279.6094   1427.81250     380.5434     279.6094
   1427.79724     381.9438     280.1118   1427.79724     381.9438     280.1118
   1427.78198     382.6664     281.5300   1427.78198     382.6664     281.5300
   1427.76672     382.9187     282.2907   1427.76672     382.9187     282.2907
   1427.75146     383.8765     283.2288   1427.75146     383.8765     283.2288
   1427.73621     384.4237     284.1714   1427.73621     384.4237     284.1714
   1427.72095     385.8643     285.6115   1427.72095     385.8643     285.6115
   1427.70569     387.1272     286.4591   1427.70569     387.1272     286.4591
   1427.69043     387.5523     287.1805   1427.69043     387.5523     287.1805
   1427.67517     389.2067     288.4456   1427.67517     389.2067     288.4456
   1427.65991     389.9720     289.5943   1427.65991     389.9720     289.5943
   1427.64465     391.3749     291.2354   1427.64465     391.3749     291.2354
   1427.62939     393.0101     292.8124   1427.62939     393.0101     292.8124
   1427.61414     394.1157     293.6082   1427.61414     394.1157     293.6082
   1427.59888     395.9784     294.7248   1427.59888     395.9784     294.7248
   1427.58362     397.6039     295.8997   1427.58362     397.6039     295.8997
   1427.56836     398.1912     297.1488   1427.56836     398.1912     297.1488
   1427.55310     400.1960     298.7255   1427.55310     400.1960     298.7255
   1427.53784     402.8886     300.3176   1427.53784     402.8886     300.3176
   1427.52258     404.0423     301.6155   1427.52258     404.0423     301.6155
   1427.50732     405.7510     303.5930   1427.50732     405.7510     303.5930
   1427.49207     407.5743     305.0070   1427.49207     407.5743     305.0070
   1427.47681     409.2052     306.3277   1427.47681     409.2052     306.3277
   1427.46155     411.3107     307.8170   1427.46155     411.3107     307.8170
   1427.44629     412.6342     309.0865   1427.44629     412.6342     309.0865
   1427.43103     415.4634     311.0356   1427.43103     415.4634     311.0356
   1427.41577     417.4831     313.0807   1427.41577     417.4831     313.0807
   1427.40051     419.1489     314.2619   1427.40051     419.1489     314.2619
   1427.38525     422.1506     316.5675   1427.38525     422.1506     316.5675
   1427.37000     423.5816     318.1283   1427.37000     423.5816     318.1283
   1427.35474     426.1733     319.4793   1427.35474     426.1733     319.4793
   1427.33948     428.0343     321.2818   1427.33948     428.0343     321.2818
   1427.32422     430.8734     323.2436   1427.32422     430.8734     323.2436
   1427.30896     433.4791     324.9579   1427.30896     433.4791     324.9579
   1427.29370     435.3231     327.1158   1427.29370     435.3231     327.1158
   1427.27844     437.8707     328.4832   1427.27844     437.8707     328.4832
   1427.26318     440.1151     330.8273   1427.26318     440.1151     330.8273
   1427.24792     442.2386     332.9574   1427.24792     442.2386     332.9574
   1427.23267     446.0022     334.0760   1427.23267     446.0022     334.0760
   1427.21741     448.4097     336.5941   1427.21741     448.4097     336.5941
   1427.20215     450.9699     338.5729   1427.20215     450.9699     338.5729
   1427.18689     453.4982     340.1158   1427.18689     453.4982     340.1158
   1427.17163     456.6387     342.3813   1427.17163     456.6387     342.3813
   1427.15637     458.7540     344.0645   1427.15637     458.7540     344.0645
   1427.14111     461.9576     346.2094   1427.14111     461.9576     346.2094
   1427.12585     465.2538     348.1742   1427.12585     465.2538     348.1742
   1427.11060     468.6199     349.9799   1427.11060     468.6199     349.9799
   1427.09534     470.6847     352.8040   1427.09534     470.6847     352.8040
   1427.08008     473.3455     353.8022   1427.08008     473.3455     353.8022
   1427.06482     477.0336     356.3429   1427.06482     477.0336     356.3429
   1427.04956     480.3743     358.1617   1427.04956     480.3743     358.1617
   1427.03430     482.9332     360.9942   1427.03430     482.9332     360.9942
   1427.01904     485.9527     362.5745   1427.01904     485.9527     362.5745
   1427.00378     489.4315     364.9691   1427.00378     489.4315     364.9691
   1426.98853     492.9389     367.2319   1426.98853     492.9389     367.2319
   1426.97327     496.0727     368.8113   1426.97327     496.0727     368.8113
   1426.95801     499.3945     371.3398   1426.95801     499.3945     371.3398
   1426.94275     502.6387     373.5125   1426.94275     502.6387     373.5125
   1426.92749     505.7289     375.6014   1426.92749     505.7289     375.6014
   1426.91223     509.3947     377.7751   1426.91223     509.3947     377.7751
   1426.89697     512.3474     379.7652   1426.89697     512.3474     379.7652
   1426.88171     515.7122     381.9267   1426.88171     515.7122     381.9267
   1426.86646     519.5049     384.3990   1426.86646     519.5049     384.3990
   1426.85120     521.8341     386.6410   1426.85120     521.8341     386.6410
   1426.83594     525.4189     388.4533   1426.83594     525.4189     388.4533
   1426.82068     529.8537     391.0696   1426.82068     529.8537     391.0696
   1426.80542     532.3456     393.2248   1426.80542     532.3456     393.2248
   1426.79016     536.2838     394.5063   1426.79016     536.2838     394.5063
   1426.77490     539.7725     397.2517   1426.77490     539.7725     397.2517
   1426.75964     542.9128     399.3566   1426.75964     542.9128     399.3566
   1426.74438     546.5780     400.8767   1426.74438     546.5780     400.8767
   1426.72913     550.1464     403.0466   1426.72913     550.1464     403.0466
   1426.71387     553.8257     405.5132   1426.71387     553.8257     405.5132
   1426.69861     557.1330     407.7557   1426.69861     557.1330     407.7557
   1426.68335     560.1567     410.0821   1426.68335     560.1567     410.0821
   1426.66809     564.0942     412.3112   1426.66809     564.0942     412.3112
   1426.65283     567.5085     414.1311   1426.65283     567.5085     414.1311
   1426.63757     571.1945     416.5052   1426.63757     571.1945     416.5052
   1426.62231     575.0540     421.8971   1426.62231     575.0540     421.8971
   1426.60706     578.4024     421.5193   1426.60706     578.4024     421.5193
   1426.59180     580.9314     423.0308   1426.59180     580.9314     423.0308
   1426.57654     585.8353     424.8438   1426.57654     585.8353     424.8438
   1426.56128     588.2592     426.5609   1426.56128     588.2592     426.5609
   1426.54602     591.1230     429.1657   1426.54602     591.1230     429.1657
   1426.53076     595.5245     431.3238   1426.53076     595.5245     431.3238
   1426.51550     600.1313     433.0798   1426.51550     600.1313     433.0798
   1426.50024     602.4180     435.0502   1426.50024     602.4180     435.0502
   1426.48499     606.1088     436.7630   1426.48499     606.1088     436.7630
   1426.46973     609.8719     438.9501   1426.46973     609.8719     438.9501
   1426.45447     612.2825     440.7139   1426.45447     612.2825     440.7139
   1426.43921     616.8226     442.7673   1426.43921     616.8226     442.7673
   1426.42395     620.8757     444.9506   1426.42395     620.8757     444.9506
   1426.40869     623.5989     447.0754   1426.40869     623.5989     447.0754
   1426.39343     627.4341     448.7522   1426.39343     627.4341     448.7522
   1426.37817     631.1909     450.5057   1426.37817     631.1909     450.5057
   1426.36292     633.5371     452.7883   1426.36292     633.5371     452.7883
   1426.34766     638.1208     453.9649   1426.34766     638.1208     453.9649
   1426.33240     641.1069     456.6992   1426.33240     641.1069     456.6992
   1426.31714     644.1406     458.5023   1426.31714     644.1406     458.5023
   1426.30188     647.7058     460.3580   1426.30188     647.7058     460.3580
   1426.28662     651.1516     462.6883   1426.28662     651.1516     462.6883
   1426.27136     653.1522     463.7412   1426.27136     653.1522     463.7412
   1426.25610     657.9960     465.4926   1426.25610     657.9960     465.4926
   1426.24084     660.5624     468.6998   1426.24084     660.5624     468.6998
   1426.22559     664.4398     470.0085   1426.22559     664.4398     470.0085
   1426.21033     667.7361     471.4922   1426.21033     667.7361     471.4922
   1426.19507     671.1823     471.5956   1426.19507     671.1823     471.5956
   1426.17981     674.1828     474.0532   1426.17981     674.1828     474.0532
   1426.16455     676.8346     476.2754   1426.16455     676.8346     476.2754
   1426.14929     678.8175     477.7920   1426.14929     678.8175     477.7920
   1426.13403     683.3373     479.5916   1426.13403     683.3373     479.5916
   1426.11877     686.1161     480.9964   1426.11877     686.1161     480.9964
   1426.10352     688.6718     482.7926   1426.10352     688.6718     482.7926
   1426.08826     693.1862     484.1809   1426.08826     693.1862     484.1809
   1426.07300     695.2300     486.2154   1426.07300     695.2300     486.2154
   1426.05774     698.3087     487.0810   1426.05774     698.3087     487.0810
   1426.04248     700.8427     489.7974   1426.04248     700.8427     489.7974
   1426.02722     704.1047     490.8625   1426.02722     704.1047     490.8625
   1426.01196     707.4341     491.7879   1426.01196     707.4341     491.7879
   1425.99670     709.1057     494.2133   1425.99670     709.1057     494.2133
   1425.98145     713.5278     495.0591   1425.98145     713.5278     495.0591
   1425.96619     715.8472     495.9786   1425.96619     715.8472     495.9786
   1425.95093     717.9592     497.8044   1425.95093     717.9592     497.8044
   1425.93567     722.2479     499.6253   1425.93567     722.2479     499.6253
   1425.92041     724.2620     500.5238   1425.92041     724.2620     500.5238
   1425.90515     726.1168     502.2867   1425.90515     726.1168     502.2867
   1425.88989     729.1301     503.1484   1425.88989     729.1301     503.1484
   1425.87463     731.6075     504.3934   1425.87463     731.6075     504.3934
   1425.85938     734.8439     506.4474   1425.85938     734.8439     506.4474
   1425.84412     736.3604     507.0378   1425.84412     736.3604     507.0378
   1425.82886     739.5163     509.3794   1425.82886     739.5163     509.3794
   1425.81360     741.4643     510.0016   1425.81360     741.4643     510.0016
   1425.79834     743.3712     512.2549   1425.79834     743.3712     512.2549
   1425.78308     746.8979     512.5788   1425.78308     746.8979     512.5788
   1425.76782     748.1014     513.4290   1425.76782     748.1014     513.4290
   1425.75256     749.9717     515.2806   1425.75256     749.9717     515.2806
   1425.73730     753.9128     515.6049   1425.73730     753.9128     515.6049
   1425.72205     755.1982     517.5695   1425.72205     755.1982     517.5695
   1425.70679     758.1531     518.1823   1425.70679     758.1531     518.1823
   1425.69153     759.9509     518.9367   1425.69153     759.9509     518.9367
   1425.67627     762.0175     520.8799   1425.67627     762.0175     520.8799
   1425.66101     764.3043     520.9859   1425.66101     764.3043     520.9859
   1425.64575     765.1766     522.2978   1425.64575     765.1766     522.2978
   1425.63049     767.2013     524.4556   1425.63049     767.2013     524.4556
   1425.61523     769.7767     524.6451   1425.61523     769.7767     524.6451
