#     FILENAME=!Skynet_57528_lachhhg96_20334_20903.cyb.fits
#     BASENAME=Skynet_57528_lachhhg96_20334_20903
#     SRC_NAME=lachhhg96
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T15:15:40.500
#        OBSID=20334
#      SCANNUM=20903
#          MJD=57528.6369
#          UTC=55029
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=21:39:01.02
#          DEC=52:30:35.85
#      RA(hrs)=21.650300
#     DEC(deg)=52.510000
#    AZIM(deg)=309.226
#    ELEV(deg)=45.157
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     372.0648     289.0247   1427.81250     372.0648     289.0247
   1427.79724     372.8497     289.4337   1427.79724     372.8497     289.4337
   1427.78198     373.8687     290.7398   1427.78198     373.8687     290.7398
   1427.76672     373.9492     291.1642   1427.76672     373.9492     291.1642
   1427.75146     375.3564     292.4875   1427.75146     375.3564     292.4875
   1427.73621     376.7788     292.3264   1427.73621     376.7788     292.3264
   1427.72095     377.0948     293.3647   1427.72095     377.0948     293.3647
   1427.70569     378.4829     294.5225   1427.70569     378.4829     294.5225
   1427.69043     379.1243     295.8709   1427.69043     379.1243     295.8709
   1427.67517     381.0616     296.6603   1427.67517     381.0616     296.6603
   1427.65991     381.9245     297.3634   1427.65991     381.9245     297.3634
   1427.64465     382.5692     298.6411   1427.64465     382.5692     298.6411
   1427.62939     384.4691     300.2978   1427.62939     384.4691     300.2978
   1427.61414     385.1459     301.1833   1427.61414     385.1459     301.1833
   1427.59888     386.6400     302.2261   1427.59888     386.6400     302.2261
   1427.58362     387.4539     303.1841   1427.58362     387.4539     303.1841
   1427.56836     388.8228     304.9098   1427.56836     388.8228     304.9098
   1427.55310     390.6797     306.4271   1427.55310     390.6797     306.4271
   1427.53784     391.9239     307.5290   1427.53784     391.9239     307.5290
   1427.52258     394.2813     308.9055   1427.52258     394.2813     308.9055
   1427.50732     396.3371     310.2118   1427.50732     396.3371     310.2118
   1427.49207     398.1989     311.9662   1427.49207     398.1989     311.9662
   1427.47681     400.1916     313.5104   1427.47681     400.1916     313.5104
   1427.46155     401.9627     315.1506   1427.46155     401.9627     315.1506
   1427.44629     403.3158     315.8834   1427.44629     403.3158     315.8834
   1427.43103     405.0167     317.4164   1427.43103     405.0167     317.4164
   1427.41577     407.8540     319.3049   1427.41577     407.8540     319.3049
   1427.40051     409.3070     320.7449   1427.40051     409.3070     320.7449
   1427.38525     411.4365     322.9769   1427.38525     411.4365     322.9769
   1427.37000     413.1649     324.3309   1427.37000     413.1649     324.3309
   1427.35474     415.3448     325.8749   1427.35474     415.3448     325.8749
   1427.33948     417.8149     327.4765   1427.33948     417.8149     327.4765
   1427.32422     420.3231     329.6362   1427.32422     420.3231     329.6362
   1427.30896     422.3034     331.2897   1427.30896     422.3034     331.2897
   1427.29370     425.2411     333.0974   1427.29370     425.2411     333.0974
   1427.27844     426.6676     334.4817   1427.27844     426.6676     334.4817
   1427.26318     429.2722     336.2827   1427.26318     429.2722     336.2827
   1427.24792     432.2280     338.9645   1427.24792     432.2280     338.9645
   1427.23267     434.4071     340.3538   1427.23267     434.4071     340.3538
   1427.21741     436.7666     342.2246   1427.21741     436.7666     342.2246
   1427.20215     439.6703     344.2749   1427.20215     439.6703     344.2749
   1427.18689     441.5309     346.3986   1427.18689     441.5309     346.3986
   1427.17163     444.4103     348.4531   1427.17163     444.4103     348.4531
   1427.15637     446.2907     350.2404   1427.15637     446.2907     350.2404
   1427.14111     449.6804     352.1858   1427.14111     449.6804     352.1858
   1427.12585     452.6369     354.3609   1427.12585     452.6369     354.3609
   1427.11060     454.8226     356.0432   1427.11060     454.8226     356.0432
   1427.09534     457.8987     358.6073   1427.09534     457.8987     358.6073
   1427.08008     460.4531     361.1328   1427.08008     460.4531     361.1328
   1427.06482     462.5253     362.3607   1427.06482     462.5253     362.3607
   1427.04956     466.4656     364.1730   1427.04956     466.4656     364.1730
   1427.03430     469.7145     366.8531   1427.03430     469.7145     366.8531
   1427.01904     471.9066     369.2867   1427.01904     471.9066     369.2867
   1427.00378     474.8020     371.0268   1427.00378     474.8020     371.0268
   1426.98853     477.9077     372.9894   1426.98853     477.9077     372.9894
   1426.97327     481.4432     374.8054   1426.97327     481.4432     374.8054
   1426.95801     483.4550     377.4203   1426.95801     483.4550     377.4203
   1426.94275     487.0948     379.7179   1426.94275     487.0948     379.7179
   1426.92749     489.5113     381.6413   1426.92749     489.5113     381.6413
   1426.91223     492.1702     384.2343   1426.91223     492.1702     384.2343
   1426.89697     495.1281     386.2476   1426.89697     495.1281     386.2476
   1426.88171     497.9255     389.2014   1426.88171     497.9255     389.2014
   1426.86646     501.9290     390.7819   1426.86646     501.9290     390.7819
   1426.85120     505.3265     393.0289   1426.85120     505.3265     393.0289
   1426.83594     508.1239     395.8367   1426.83594     508.1239     395.8367
   1426.82068     511.8352     397.7238   1426.82068     511.8352     397.7238
   1426.80542     514.1860     399.8374   1426.80542     514.1860     399.8374
   1426.79016     516.8907     401.7242   1426.79016     516.8907     401.7242
