#     FILENAME=!Skynet_57533_lach-hhg-166-2_20782_21203.cyb.fits
#     BASENAME=Skynet_57533_lach-hhg-166-2_20782_21203
#     SRC_NAME=lach-hhg-166-2
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-25T18:21:59.680
#        OBSID=20782
#      SCANNUM=21203
#          MJD=57533.7663
#          UTC=66209
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0489
#           RA=05:07:21.17
#          DEC=40:33:17.01
#      RA(hrs)=5.122500
#     DEC(deg)=40.554700
#    AZIM(deg)=320.757
#    ELEV(deg)=87.156
#     IFattens=10.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     293.4678     269.5032   1427.81250     293.4678     269.5032
   1427.79724     293.9181     270.1270   1427.79724     293.9181     270.1270
   1427.78198     294.5428     271.8101   1427.78198     294.5428     271.8101
   1427.76672     295.0795     272.7819   1427.76672     295.0795     272.7819
   1427.75146     295.8211     274.1254   1427.75146     295.8211     274.1254
   1427.73621     296.2117     275.2616   1427.73621     296.2117     275.2616
   1427.72095     296.8983     276.1646   1427.72095     296.8983     276.1646
   1427.70569     297.8579     277.5042   1427.70569     297.8579     277.5042
   1427.69043     298.7128     279.2904   1427.69043     298.7128     279.2904
   1427.67517     299.5538     280.5205   1427.67517     299.5538     280.5205
   1427.65991     300.6288     281.8304   1427.65991     300.6288     281.8304
   1427.64465     301.0667     283.4114   1427.64465     301.0667     283.4114
   1427.62939     302.1113     284.8694   1427.62939     302.1113     284.8694
   1427.61414     303.5408     286.2719   1427.61414     303.5408     286.2719
   1427.59888     304.5104     288.4353   1427.59888     304.5104     288.4353
   1427.58362     305.6678     289.6052   1427.58362     305.6678     289.6052
   1427.56836     306.7533     291.8214   1427.56836     306.7533     291.8214
   1427.55310     307.8433     293.0834   1427.55310     307.8433     293.0834
   1427.53784     309.2533     295.5077   1427.53784     309.2533     295.5077
   1427.52258     310.3445     297.1487   1427.52258     310.3445     297.1487
   1427.50732     312.0328     299.2134   1427.50732     312.0328     299.2134
   1427.49207     313.2933     300.9415   1427.49207     313.2933     300.9415
   1427.47681     314.0625     303.2656   1427.47681     314.0625     303.2656
   1427.46155     316.4674     305.4977   1427.46155     316.4674     305.4977
   1427.44629     317.3094     307.1485   1427.44629     317.3094     307.1485
   1427.43103     319.5270     309.3590   1427.43103     319.5270     309.3590
   1427.41577     320.6897     311.2576   1427.41577     320.6897     311.2576
   1427.40051     321.5767     313.7078   1427.40051     321.5767     313.7078
   1427.38525     323.6945     315.8805   1427.38525     323.6945     315.8805
   1427.37000     325.1440     318.7594   1427.37000     325.1440     318.7594
