#     FILENAME=!Skynet_57528_lach-cc-220_20632_21039.cyb.fits
#     BASENAME=Skynet_57528_lach-cc-220_20632_21039
#     SRC_NAME=lach-cc-220
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-20T19:54:44.870
#        OBSID=20632
#      SCANNUM=21039
#          MJD=57528.8307
#          UTC=71774
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=07:04:23.23
#          DEC=-06:17:11.20
#      RA(hrs)=7.073100
#     DEC(deg)=-6.286400
#    AZIM(deg)=167.516
#    ELEV(deg)=44.400
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     351.1688     262.4298   1427.81250     351.1688     262.4298
   1427.79724     352.3941     262.9988   1427.79724     352.3941     262.9988
   1427.78198     352.7190     263.4476   1427.78198     352.7190     263.4476
   1427.76672     354.2523     264.1375   1427.76672     354.2523     264.1375
   1427.75146     354.3106     263.8576   1427.75146     354.3106     263.8576
   1427.73621     355.4702     265.2558   1427.73621     355.4702     265.2558
   1427.72095     356.2885     265.2322   1427.72095     356.2885     265.2322
   1427.70569     357.6951     266.2859   1427.70569     357.6951     266.2859
   1427.69043     358.5930     266.9661   1427.69043     358.5930     266.9661
   1427.67517     359.3902     268.0225   1427.67517     359.3902     268.0225
   1427.65991     360.4669     268.3862   1427.65991     360.4669     268.3862
   1427.64465     361.7082     269.1227   1427.64465     361.7082     269.1227
   1427.62939     362.8770     269.9931   1427.62939     362.8770     269.9931
   1427.61414     364.0743     271.4867   1427.61414     364.0743     271.4867
   1427.59888     365.5473     271.8356   1427.59888     365.5473     271.8356
   1427.58362     366.6831     272.7418   1427.58362     366.6831     272.7418
   1427.56836     368.0296     273.7039   1427.56836     368.0296     273.7039
   1427.55310     369.3569     274.7884   1427.55310     369.3569     274.7884
   1427.53784     370.6357     275.8781   1427.53784     370.6357     275.8781
   1427.52258     372.6475     276.9417   1427.52258     372.6475     276.9417
   1427.50732     374.1732     278.3885   1427.50732     374.1732     278.3885
   1427.49207     375.8018     279.6079   1427.49207     375.8018     279.6079
   1427.47681     377.3022     280.6963   1427.47681     377.3022     280.6963
   1427.46155     379.1696     281.9138   1427.46155     379.1696     281.9138
   1427.44629     380.6649     283.5183   1427.44629     380.6649     283.5183
   1427.43103     382.5971     284.9034   1427.43103     382.5971     284.9034
   1427.41577     384.2747     285.7432   1427.41577     384.2747     285.7432
   1427.40051     385.7609     286.7612   1427.40051     385.7609     286.7612
   1427.38525     387.7576     288.2252   1427.38525     387.7576     288.2252
   1427.37000     389.3949     289.7656   1427.37000     389.3949     289.7656
   1427.35474     391.2246     291.4518   1427.35474     391.2246     291.4518
   1427.33948     393.0963     292.6689   1427.33948     393.0963     292.6689
   1427.32422     395.7261     294.3430   1427.32422     395.7261     294.3430
   1427.30896     397.5502     296.6486   1427.30896     397.5502     296.6486
   1427.29370     400.0558     297.8592   1427.29370     400.0558     297.8592
   1427.27844     401.5341     299.7292   1427.27844     401.5341     299.7292
   1427.26318     403.7845     300.9861   1427.26318     403.7845     300.9861
   1427.24792     406.1425     302.7390   1427.24792     406.1425     302.7390
   1427.23267     408.0233     303.9488   1427.23267     408.0233     303.9488
   1427.21741     410.7068     306.5521   1427.21741     410.7068     306.5521
   1427.20215     412.8656     308.3419   1427.20215     412.8656     308.3419
   1427.18689     415.1357     310.0029   1427.18689     415.1357     310.0029
   1427.17163     417.7704     311.8463   1427.17163     417.7704     311.8463
   1427.15637     419.6950     313.6634   1427.15637     419.6950     313.6634
   1427.14111     422.0074     315.5158   1427.14111     422.0074     315.5158
   1427.12585     424.2788     317.5539   1427.12585     424.2788     317.5539
   1427.11060     427.1124     319.4214   1427.11060     427.1124     319.4214
   1427.09534     429.6652     321.1144   1427.09534     429.6652     321.1144
   1427.08008     432.3465     324.1609   1427.08008     432.3465     324.1609
   1427.06482     434.8668     325.5535   1427.06482     434.8668     325.5535
   1427.04956     436.9507     327.3726   1427.04956     436.9507     327.3726
   1427.03430     438.9762     329.6226   1427.03430     438.9762     329.6226
   1427.01904     441.4714     331.4725   1427.01904     441.4714     331.4725
   1427.00378     444.1110     333.8117   1427.00378     444.1110     333.8117
   1426.98853     447.2903     335.7611   1426.98853     447.2903     335.7611
   1426.97327     450.0917     338.1265   1426.97327     450.0917     338.1265
   1426.95801     453.1932     340.0559   1426.95801     453.1932     340.0559
   1426.94275     455.1613     342.7942   1426.94275     455.1613     342.7942
   1426.92749     458.1581     344.2707   1426.92749     458.1581     344.2707
   1426.91223     460.3852     347.2451   1426.91223     460.3852     347.2451
   1426.89697     462.7592     349.2034   1426.89697     462.7592     349.2034
   1426.88171     465.0709     352.0805   1426.88171     465.0709     352.0805
   1426.86646     468.3157     353.3164   1426.86646     468.3157     353.3164
   1426.85120     471.2014     356.0719   1426.85120     471.2014     356.0719
   1426.83594     474.2879     358.3385   1426.83594     474.2879     358.3385
   1426.82068     476.4381     360.6454   1426.82068     476.4381     360.6454
   1426.80542     478.8687     362.9388   1426.80542     478.8687     362.9388
   1426.79016     482.3562     365.2983   1426.79016     482.3562     365.2983
   1426.77490     484.3851     367.5442   1426.77490     484.3851     367.5442
   1426.75964     487.2852     370.1708   1426.75964     487.2852     370.1708
   1426.74438     489.8810     372.7241   1426.74438     489.8810     372.7241
   1426.72913     492.0411     374.8014   1426.72913     492.0411     374.8014
   1426.71387     495.2735     377.9874   1426.71387     495.2735     377.9874
   1426.69861     498.9114     379.6722   1426.69861     498.9114     379.6722
   1426.68335     501.1620     382.3858   1426.68335     501.1620     382.3858
   1426.66809     503.4780     385.0200   1426.66809     503.4780     385.0200
   1426.65283     506.3109     387.0814   1426.65283     506.3109     387.0814
   1426.63757     509.2864     389.7944   1426.63757     509.2864     389.7944
   1426.62231     512.7188     393.2108   1426.62231     512.7188     393.2108
   1426.60706     514.4921     395.2317   1426.60706     514.4921     395.2317
   1426.59180     517.4476     397.4697   1426.59180     517.4476     397.4697
   1426.57654     520.1472     400.0566   1426.57654     520.1472     400.0566
   1426.56128     523.0075     401.7888   1426.56128     523.0075     401.7888
   1426.54602     525.6093     405.0279   1426.54602     525.6093     405.0279
   1426.53076     528.2212     407.3798   1426.53076     528.2212     407.3798
   1426.51550     530.8525     409.3476   1426.51550     530.8525     409.3476
   1426.50024     532.9566     411.6968   1426.50024     532.9566     411.6968
   1426.48499     536.4843     414.0659   1426.48499     536.4843     414.0659
   1426.46973     538.1124     417.0055   1426.46973     538.1124     417.0055
   1426.45447     541.3171     419.6513   1426.45447     541.3171     419.6513
   1426.43921     544.1596     422.4725   1426.43921     544.1596     422.4725
   1426.42395     546.5004     424.6788   1426.42395     546.5004     424.6788
   1426.40869     548.9063     427.4745   1426.40869     548.9063     427.4745
   1426.39343     552.3829     429.7830   1426.39343     552.3829     429.7830
   1426.37817     554.9370     431.6142   1426.37817     554.9370     431.6142
   1426.36292     556.8687     434.8604   1426.36292     556.8687     434.8604
   1426.34766     559.7332     437.1754   1426.34766     559.7332     437.1754
   1426.33240     562.3920     440.3957   1426.33240     562.3920     440.3957
   1426.31714     564.4215     441.4707   1426.31714     564.4215     441.4707
   1426.30188     567.3033     444.9902   1426.30188     567.3033     444.9902
   1426.28662     569.0578     447.5951   1426.28662     569.0578     447.5951
   1426.27136     572.6637     449.3594   1426.27136     572.6637     449.3594
   1426.25610     574.0499     451.9076   1426.25610     574.0499     451.9076
   1426.24084     577.3807     454.5888   1426.24084     577.3807     454.5888
   1426.22559     579.9534     457.1126   1426.22559     579.9534     457.1126
   1426.21033     581.1030     460.1177   1426.21033     581.1030     460.1177
   1426.19507     584.2584     461.3840   1426.19507     584.2584     461.3840
   1426.17981     587.0369     464.6535   1426.17981     587.0369     464.6535
   1426.16455     589.8345     466.9927   1426.16455     589.8345     466.9927
   1426.14929     590.8163     470.0410   1426.14929     590.8163     470.0410
   1426.13403     593.1956     471.6558   1426.13403     593.1956     471.6558
   1426.11877     596.1073     474.3245   1426.11877     596.1073     474.3245
   1426.10352     599.3495     476.9142   1426.10352     599.3495     476.9142
   1426.08826     600.2340     479.4006   1426.08826     600.2340     479.4006
   1426.07300     602.8507     481.9037   1426.07300     602.8507     481.9037
   1426.05774     604.5338     484.5286   1426.05774     604.5338     484.5286
   1426.04248     606.9197     486.3202   1426.04248     606.9197     486.3202
   1426.02722     608.7857     489.2862   1426.02722     608.7857     489.2862
   1426.01196     610.5255     491.0773   1426.01196     610.5255     491.0773
   1425.99670     612.0704     493.4105   1425.99670     612.0704     493.4105
   1425.98145     615.0490     495.6685   1425.98145     615.0490     495.6685
   1425.96619     616.8660     498.0388   1425.96619     616.8660     498.0388
   1425.95093     618.8609     500.2543   1425.95093     618.8609     500.2543
   1425.93567     621.9774     501.9840   1425.93567     621.9774     501.9840
   1425.92041     622.8693     504.7538   1425.92041     622.8693     504.7538
   1425.90515     625.4940     507.2426   1425.90515     625.4940     507.2426
   1425.88989     627.7330     510.2935   1425.88989     627.7330     510.2935
   1425.87463     629.9227     512.1622   1425.87463     629.9227     512.1622
   1425.85938     629.5508     514.0513   1425.85938     629.5508     514.0513
   1425.84412     632.3013     516.5223   1425.84412     632.3013     516.5223
   1425.82886     634.1272     519.0043   1425.82886     634.1272     519.0043
   1425.81360     635.1025     520.7479   1425.81360     635.1025     520.7479
   1425.79834     637.7841     523.2568   1425.79834     637.7841     523.2568
   1425.78308     639.8950     525.3568   1425.78308     639.8950     525.3568
   1425.76782     641.3555     527.4598   1425.76782     641.3555     527.4598
   1425.75256     642.3906     530.1790   1425.75256     642.3906     530.1790
   1425.73730     645.6995     531.7676   1425.73730     645.6995     531.7676
   1425.72205     644.8644     533.5783   1425.72205     644.8644     533.5783
   1425.70679     647.8268     536.0977   1425.70679     647.8268     536.0977
   1425.69153     649.2308     537.5911   1425.69153     649.2308     537.5911
   1425.67627     650.4492     539.1859   1425.67627     650.4492     539.1859
   1425.66101     652.4122     541.5902   1425.66101     652.4122     541.5902
   1425.64575     652.9775     543.1349   1425.64575     652.9775     543.1349
   1425.63049     655.2332     545.9980   1425.63049     655.2332     545.9980
   1425.61523     656.5451     547.1984   1425.61523     656.5451     547.1984
   1425.59998     658.9545     549.5845   1425.59998     658.9545     549.5845
   1425.58472     659.6687     551.7622   1425.58472     659.6687     551.7622
   1425.56946     660.5366     553.3695   1425.56946     660.5366     553.3695
   1425.55420     661.7069     554.8026   1425.55420     661.7069     554.8026
   1425.53894     663.8136     557.6331   1425.53894     663.8136     557.6331
   1425.52368     664.1438     558.9098   1425.52368     664.1438     558.9098
   1425.50842     664.8789     561.2103   1425.50842     664.8789     561.2103
   1425.49316     666.7719     562.3099   1425.49316     666.7719     562.3099
   1425.47791     668.8108     564.9402   1425.47791     668.8108     564.9402
   1425.46265     668.3262     567.1761   1425.46265     668.3262     567.1761
   1425.44739     670.2396     568.4143   1425.44739     670.2396     568.4143
   1425.43213     671.3505     570.5082   1425.43213     671.3505     570.5082
   1425.41687     672.0766     572.5187   1425.41687     672.0766     572.5187
   1425.40161     673.5051     574.7968   1425.40161     673.5051     574.7968
   1425.38635     674.6605     575.9099   1425.38635     674.6605     575.9099
   1425.37109     675.2917     576.6812   1425.37109     675.2917     576.6812
   1425.35583     676.3048     578.2411   1425.35583     676.3048     578.2411
   1425.34058     676.4409     580.3624   1425.34058     676.4409     580.3624
   1425.32532     677.9164     581.8959   1425.32532     677.9164     581.8959
   1425.31006     678.2570     584.0623   1425.31006     678.2570     584.0623
   1425.29480     679.9722     586.3254   1425.29480     679.9722     586.3254
   1425.27954     680.6458     587.4575   1425.27954     680.6458     587.4575
   1425.26428     681.7833     588.9672   1425.26428     681.7833     588.9672
   1425.24902     682.4876     590.0782   1425.24902     682.4876     590.0782
   1425.23376     682.7115     591.8577   1425.23376     682.7115     591.8577
   1425.21851     682.8856     593.0435   1425.21851     682.8856     593.0435
   1425.20325     684.2559     593.9227   1425.20325     684.2559     593.9227
   1425.18799     685.0751     595.6479   1425.18799     685.0751     595.6479
   1425.17273     686.0923     597.6410   1425.17273     686.0923     597.6410
   1425.15747     687.3725     598.5390   1425.15747     687.3725     598.5390
   1425.14221     687.4783     600.8223   1425.14221     687.4783     600.8223
   1425.12695     686.7468     603.3059   1425.12695     686.7468     603.3059
   1425.11169     688.9897     603.3835   1425.11169     688.9897     603.3835
   1425.09644     688.9398     605.0647   1425.09644     688.9398     605.0647
   1425.08118     689.3846     606.3814   1425.08118     689.3846     606.3814
   1425.06592     690.6009     608.0381   1425.06592     690.6009     608.0381
   1425.05066     689.5248     609.1302   1425.05066     689.5248     609.1302
   1425.03540     691.2044     609.3557   1425.03540     691.2044     609.3557
   1425.02014     692.0119     612.0771   1425.02014     692.0119     612.0771
   1425.00488     692.5774     613.2004   1425.00488     692.5774     613.2004
   1424.98962     693.4013     613.8494   1424.98962     693.4013     613.8494
   1424.97437     692.8359     614.6401   1424.97437     692.8359     614.6401
   1424.95911     693.2191     616.0597   1424.95911     693.2191     616.0597
   1424.94385     694.4504     617.7537   1424.94385     694.4504     617.7537
   1424.92859     694.5324     618.6379   1424.92859     694.5324     618.6379
   1424.91333     694.7701     618.5442   1424.91333     694.7701     618.5442
   1424.89807     694.3177     619.5753   1424.89807     694.3177     619.5753
   1424.88281     695.2493     622.1789   1424.88281     695.2493     622.1789
   1424.86755     694.5104     621.6181   1424.86755     694.5104     621.6181
   1424.85229     696.2668     623.2286   1424.85229     696.2668     623.2286
   1424.83704     696.1140     625.0172   1424.83704     696.1140     625.0172
   1424.82178     695.7003     626.8509   1424.82178     695.7003     626.8509
   1424.80652     695.8749     627.4720   1424.80652     695.8749     627.4720
   1424.79126     696.7048     626.8403   1424.79126     696.7048     626.8403
   1424.77600     696.2357     628.5535   1424.77600     696.2357     628.5535
   1424.76074     696.8051     628.7693   1424.76074     696.8051     628.7693
   1424.74548     697.0868     630.1059   1424.74548     697.0868     630.1059
   1424.73022     697.4695     632.0880   1424.73022     697.4695     632.0880
   1424.71497     698.0629     631.3064   1424.71497     698.0629     631.3064
   1424.69971     697.0694     632.8674   1424.69971     697.0694     632.8674
   1424.68445     697.0972     633.8745   1424.68445     697.0972     633.8745
   1424.66919     697.9704     635.1037   1424.66919     697.9704     635.1037
   1424.65393     698.3104     636.0270   1424.65393     698.3104     636.0270
   1424.63867     697.9440     636.6091   1424.63867     697.9440     636.6091
   1424.62341     697.5392     636.9149   1424.62341     697.5392     636.9149
   1424.60815     697.2674     637.3157   1424.60815     697.2674     637.3157
   1424.59290     698.8735     637.9730   1424.59290     698.8735     637.9730
   1424.57764     698.3973     639.1459   1424.57764     698.3973     639.1459
   1424.56238     698.3282     640.8882   1424.56238     698.3282     640.8882
   1424.54712     698.6181     640.2499   1424.54712     698.6181     640.2499
   1424.53186     699.0091     640.8320   1424.53186     699.0091     640.8320
   1424.51660     698.3500     642.2052   1424.51660     698.3500     642.2052
   1424.50134     698.9859     642.0674   1424.50134     698.9859     642.0674
   1424.48608     698.2709     642.4499   1424.48608     698.2709     642.4499
   1424.47083     699.1755     641.7241   1424.47083     699.1755     641.7241
   1424.45557     698.2050     644.2431   1424.45557     698.2050     644.2431
   1424.44031     698.5269     643.4241   1424.44031     698.5269     643.4241
   1424.42505     697.7464     645.1447   1424.42505     697.7464     645.1447
   1424.40979     697.2097     645.2968   1424.40979     697.2097     645.2968
   1424.39453     698.1920     645.0915   1424.39453     698.1920     645.0915
   1424.37927     697.1562     646.6364   1424.37927     697.1562     646.6364
   1424.36401     698.3037     646.9434   1424.36401     698.3037     646.9434
   1424.34875     698.7379     647.2915   1424.34875     698.7379     647.2915
   1424.33350     698.5947     646.8920   1424.33350     698.5947     646.8920
   1424.31824     697.3278     647.4736   1424.31824     697.3278     647.4736
   1424.30298     698.0455     648.0096   1424.30298     698.0455     648.0096
   1424.28772     696.8988     649.3240   1424.28772     696.8988     649.3240
   1424.27246     698.1122     648.8512   1424.27246     698.1122     648.8512
   1424.25720     697.7518     649.6414   1424.25720     697.7518     649.6414
   1424.24194     697.3288     650.0585   1424.24194     697.3288     650.0585
   1424.22668     696.2413     649.1519   1424.22668     696.2413     649.1519
   1424.21143     696.9625     650.1294   1424.21143     696.9625     650.1294
   1424.19617     697.0940     650.0293   1424.19617     697.0940     650.0293
   1424.18091     697.1617     650.0489   1424.18091     697.1617     650.0489
   1424.16565     695.5683     650.4021   1424.16565     695.5683     650.4021
   1424.15039     695.3880     650.3344   1424.15039     695.3880     650.3344
   1424.13513     695.5471     650.0718   1424.13513     695.5471     650.0718
   1424.11987     695.7275     650.1740   1424.11987     695.7275     650.1740
   1424.10461     695.3327     650.0765   1424.10461     695.3327     650.0765
   1424.08936     694.9576     651.1669   1424.08936     694.9576     651.1669
   1424.07410     696.2469     651.0155   1424.07410     696.2469     651.0155
   1424.05884     694.5445     650.3377   1424.05884     694.5445     650.3377
   1424.04358     695.3016     649.9692   1424.04358     695.3016     649.9692
   1424.02832     694.0154     650.7115   1424.02832     694.0154     650.7115
   1424.01306     693.7057     650.2969   1424.01306     693.7057     650.2969
   1423.99780     693.7900     650.3271   1423.99780     693.7900     650.3271
   1423.98254     693.5240     650.4500   1423.98254     693.5240     650.4500
   1423.96729     692.9164     650.1448   1423.96729     692.9164     650.1448
   1423.95203     694.0192     649.8788   1423.95203     694.0192     649.8788
   1423.93677     692.0833     650.5992   1423.93677     692.0833     650.5992
   1423.92151     692.1758     649.4155   1423.92151     692.1758     649.4155
   1423.90625     694.8189     650.7234   1423.90625     694.8189     650.7234
   1423.89099     692.8171     650.4645   1423.89099     692.8171     650.4645
   1423.87573     691.9456     650.4837   1423.87573     691.9456     650.4837
   1423.86047     692.4066     650.2621   1423.86047     692.4066     650.2621
   1423.84521     692.2933     649.8276   1423.84521     692.2933     649.8276
   1423.82996     691.7155     648.9194   1423.82996     691.7155     648.9194
   1423.81470     692.0085     648.6237   1423.81470     692.0085     648.6237
   1423.79944     691.9606     648.1011   1423.79944     691.9606     648.1011
   1423.78418     690.8640     647.9985   1423.78418     690.8640     647.9985
   1423.76892     690.6251     648.2480   1423.76892     690.6251     648.2480
   1423.75366     691.0520     647.0809   1423.75366     691.0520     647.0809
   1423.73840     690.1835     647.7283   1423.73840     690.1835     647.7283
   1423.72314     690.1018     647.1282   1423.72314     690.1018     647.1282
   1423.70789     689.3876     647.0896   1423.70789     689.3876     647.0896
   1423.69263     690.3094     645.7330   1423.69263     690.3094     645.7330
   1423.67737     689.4902     646.2520   1423.67737     689.4902     646.2520
   1423.66211     688.8159     644.4584   1423.66211     688.8159     644.4584
   1423.64685     690.0041     644.9047   1423.64685     690.0041     644.9047
   1423.63159     689.0995     644.6058   1423.63159     689.0995     644.6058
   1423.61633     687.5739     644.8448   1423.61633     687.5739     644.8448
   1423.60107     689.1743     643.8143   1423.60107     689.1743     643.8143
   1423.58582     687.8434     643.4173   1423.58582     687.8434     643.4173
   1423.57056     687.4608     642.5767   1423.57056     687.4608     642.5767
   1423.55530     687.9474     641.7459   1423.55530     687.9474     641.7459
   1423.54004     686.9498     641.4732   1423.54004     686.9498     641.4732
