#     FILENAME=!Skynet_57528_lach-hhg-128_20425_20952.cyb.fits
#     BASENAME=Skynet_57528_lach-hhg-128_20425_20952
#     SRC_NAME=lach-hhg-128
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T16:53:29.870
#        OBSID=20425
#      SCANNUM=20952
#          MJD=57528.7049
#          UTC=60898
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=01:35:25.58
#          DEC=62:26:15.51
#      RA(hrs)=1.590400
#     DEC(deg)=62.437600
#    AZIM(deg)=333.231
#    ELEV(deg)=60.367
#     IFattens=10.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     294.8585     284.6084   1427.81250     294.8585     284.6084
   1427.79724     295.7050     284.9654   1427.79724     295.7050     284.9654
   1427.78198     295.7585     286.3588   1427.78198     295.7585     286.3588
   1427.76672     296.8152     286.8528   1427.76672     296.8152     286.8528
   1427.75146     297.3077     287.7974   1427.75146     297.3077     287.7974
   1427.73621     297.9453     289.1735   1427.73621     297.9453     289.1735
   1427.72095     298.9589     290.0798   1427.72095     298.9589     290.0798
   1427.70569     299.4295     291.1827   1427.70569     299.4295     291.1827
   1427.69043     300.6700     292.4962   1427.69043     300.6700     292.4962
   1427.67517     301.4658     292.8210   1427.67517     301.4658     292.8210
   1427.65991     302.2523     294.3785   1427.65991     302.2523     294.3785
   1427.64465     303.2419     295.9011   1427.64465     303.2419     295.9011
   1427.62939     304.8107     297.5410   1427.62939     304.8107     297.5410
   1427.61414     305.5446     299.0898   1427.61414     305.5446     299.0898
   1427.59888     306.3174     300.1551   1427.59888     306.3174     300.1551
   1427.58362     307.1116     301.2307   1427.58362     307.1116     301.2307
   1427.56836     308.7236     302.2225   1427.56836     308.7236     302.2225
   1427.55310     309.7826     304.5402   1427.55310     309.7826     304.5402
   1427.53784     310.9830     305.9456   1427.53784     310.9830     305.9456
   1427.52258     312.5376     307.1234   1427.52258     312.5376     307.1234
   1427.50732     313.6198     308.9572   1427.50732     313.6198     308.9572
   1427.49207     314.5511     310.4085   1427.49207     314.5511     310.4085
   1427.47681     316.1401     312.0788   1427.47681     316.1401     312.0788
   1427.46155     317.1790     314.0672   1427.46155     317.1790     314.0672
   1427.44629     319.7421     315.5208   1427.44629     319.7421     315.5208
   1427.43103     320.4704     317.4183   1427.43103     320.4704     317.4183
   1427.41577     322.0835     319.3436   1427.41577     322.0835     319.3436
   1427.40051     324.1882     321.0646   1427.40051     324.1882     321.0646
   1427.38525     325.7791     322.4670   1427.38525     325.7791     322.4670
   1427.37000     327.4111     324.8393   1427.37000     327.4111     324.8393
   1427.35474     328.6623     326.9809   1427.35474     328.6623     326.9809
   1427.33948     330.4402     328.4505   1427.33948     330.4402     328.4505
   1427.32422     332.3474     330.2966   1427.32422     332.3474     330.2966
   1427.30896     334.8864     332.6427   1427.30896     334.8864     332.6427
   1427.29370     336.0580     334.0622   1427.29370     336.0580     334.0622
   1427.27844     337.6327     336.6901   1427.27844     337.6327     336.6901
   1427.26318     339.8950     338.5306   1427.26318     339.8950     338.5306
   1427.24792     341.5954     341.2104   1427.24792     341.5954     341.2104
   1427.23267     343.3391     343.0369   1427.23267     343.3391     343.0369
   1427.21741     346.1900     345.3427   1427.21741     346.1900     345.3427
   1427.20215     347.3915     347.1069   1427.20215     347.3915     347.1069
   1427.18689     349.9067     349.7798   1427.18689     349.9067     349.7798
   1427.17163     351.7064     352.0477   1427.17163     351.7064     352.0477
   1427.15637     353.8018     354.2452   1427.15637     353.8018     354.2452
   1427.14111     355.6855     356.5241   1427.14111     355.6855     356.5241
   1427.12585     357.9780     358.1069   1427.12585     357.9780     358.1069
   1427.11060     360.8240     360.5181   1427.11060     360.8240     360.5181
   1427.09534     363.1258     363.3347   1427.09534     363.1258     363.3347
   1427.08008     364.9020     365.4887   1427.08008     364.9020     365.4887
   1427.06482     366.7739     368.0827   1427.06482     366.7739     368.0827
   1427.04956     369.7002     370.3775   1427.04956     369.7002     370.3775
   1427.03430     371.9250     372.9889   1427.03430     371.9250     372.9889
   1427.01904     373.3028     374.8778   1427.01904     373.3028     374.8778
   1427.00378     375.9301     377.0530   1427.00378     375.9301     377.0530
   1426.98853     378.4144     379.9534   1426.98853     378.4144     379.9534
   1426.97327     380.6971     382.8885   1426.97327     380.6971     382.8885
   1426.95801     383.7494     384.8092   1426.95801     383.7494     384.8092
   1426.94275     385.6505     387.8589   1426.94275     385.6505     387.8589
   1426.92749     387.2274     390.0154   1426.92749     387.2274     390.0154
   1426.91223     390.5927     392.5843   1426.91223     390.5927     392.5843
   1426.89697     393.1051     395.4650   1426.89697     393.1051     395.4650
   1426.88171     395.0850     398.1275   1426.88171     395.0850     398.1275
   1426.86646     397.4439     400.3150   1426.86646     397.4439     400.3150
   1426.85120     400.4584     402.7287   1426.85120     400.4584     402.7287
   1426.83594     402.4237     406.1167   1426.83594     402.4237     406.1167
   1426.82068     404.5172     407.8453   1426.82068     404.5172     407.8453
   1426.80542     407.4827     410.9158   1426.80542     407.4827     410.9158
   1426.79016     410.3195     412.8473   1426.79016     410.3195     412.8473
   1426.77490     412.5147     415.9257   1426.77490     412.5147     415.9257
   1426.75964     414.6853     418.2827   1426.75964     414.6853     418.2827
   1426.74438     417.7801     421.2346   1426.74438     417.7801     421.2346
   1426.72913     419.7153     423.7474   1426.72913     419.7153     423.7474
   1426.71387     423.0497     425.5527   1426.71387     423.0497     425.5527
   1426.69861     425.3410     428.8310   1426.69861     425.3410     428.8310
   1426.68335     427.8680     430.8080   1426.68335     427.8680     430.8080
   1426.66809     430.2272     433.6814   1426.66809     430.2272     433.6814
   1426.65283     432.8788     435.9189   1426.65283     432.8788     435.9189
   1426.63757     435.4710     439.0725   1426.63757     435.4710     439.0725
   1426.62231     437.9040     443.3518   1426.62231     437.9040     443.3518
   1426.60706     440.4782     444.6175   1426.60706     440.4782     444.6175
   1426.59180     442.7793     446.7435   1426.59180     442.7793     446.7435
   1426.57654     445.9356     449.0794   1426.57654     445.9356     449.0794
   1426.56128     448.4051     451.1745   1426.56128     448.4051     451.1745
   1426.54602     450.6739     453.7969   1426.54602     450.6739     453.7969
   1426.53076     453.1981     456.3961   1426.53076     453.1981     456.3961
   1426.51550     455.8607     459.9643   1426.51550     455.8607     459.9643
   1426.50024     458.5513     461.9371   1426.50024     458.5513     461.9371
   1426.48499     459.9820     464.5081   1426.48499     459.9820     464.5081
   1426.46973     463.6980     466.0366   1426.46973     463.6980     466.0366
   1426.45447     464.6014     470.0969   1426.45447     464.6014     470.0969
   1426.43921     468.3822     471.8623   1426.43921     468.3822     471.8623
   1426.42395     470.9542     474.8764   1426.42395     470.9542     474.8764
