#     FILENAME=!Skynet_57528_lach-hhg-98_20341_20905.cyb.fits
#     BASENAME=Skynet_57528_lach-hhg-98_20341_20905
#     SRC_NAME=lach-hhg-98
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T15:19:37.620
#        OBSID=20341
#      SCANNUM=20905
#          MJD=57528.6397
#          UTC=55267
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0489
#           RA=21:49:10.37
#          DEC=53:48:27.23
#      RA(hrs)=21.819500
#     DEC(deg)=53.807600
#    AZIM(deg)=310.929
#    ELEV(deg)=46.227
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     369.0581     285.6019   1427.81250     369.0581     285.6019
   1427.79724     369.6349     285.9867   1427.79724     369.6349     285.9867
   1427.78198     370.2745     286.9496   1427.78198     370.2745     286.9496
   1427.76672     371.0064     287.8825   1427.76672     371.0064     287.8825
   1427.75146     371.6206     288.7188   1427.75146     371.6206     288.7188
   1427.73621     373.5248     289.3690   1427.73621     373.5248     289.3690
   1427.72095     373.7481     290.5039   1427.72095     373.7481     290.5039
   1427.70569     375.1469     290.9436   1427.70569     375.1469     290.9436
   1427.69043     375.9747     292.2091   1427.69043     375.9747     292.2091
   1427.67517     376.5241     292.9281   1427.67517     376.5241     292.9281
   1427.65991     377.6991     293.9460   1427.65991     377.6991     293.9460
   1427.64465     379.3860     295.2465   1427.64465     379.3860     295.2465
   1427.62939     380.8473     296.3033   1427.62939     380.8473     296.3033
   1427.61414     381.8323     297.6353   1427.61414     381.8323     297.6353
   1427.59888     383.2300     298.7293   1427.59888     383.2300     298.7293
   1427.58362     384.6823     299.9830   1427.58362     384.6823     299.9830
   1427.56836     386.5261     301.6978   1427.56836     386.5261     301.6978
   1427.55310     388.1989     302.8809   1427.55310     388.1989     302.8809
   1427.53784     389.0868     303.7988   1427.53784     389.0868     303.7988
   1427.52258     391.3750     305.4033   1427.52258     391.3750     305.4033
   1427.50732     393.2674     307.0743   1427.50732     393.2674     307.0743
   1427.49207     394.6975     308.3167   1427.49207     394.6975     308.3167
   1427.47681     396.9662     309.2764   1427.47681     396.9662     309.2764
   1427.46155     397.9720     311.3555   1427.46155     397.9720     311.3555
   1427.44629     400.1368     312.4278   1427.44629     400.1368     312.4278
   1427.43103     401.9072     314.2635   1427.43103     401.9072     314.2635
   1427.41577     403.5627     316.1338   1427.41577     403.5627     316.1338
   1427.40051     406.2216     317.2546   1427.40051     406.2216     317.2546
   1427.38525     407.6716     319.1816   1427.38525     407.6716     319.1816
   1427.37000     409.7827     321.0629   1427.37000     409.7827     321.0629
   1427.35474     412.1929     322.3987   1427.35474     412.1929     322.3987
   1427.33948     413.9841     324.1761   1427.33948     413.9841     324.1761
   1427.32422     415.9102     325.3231   1427.32422     415.9102     325.3231
   1427.30896     418.9190     327.1861   1427.30896     418.9190     327.1861
   1427.29370     420.9435     329.8977   1427.29370     420.9435     329.8977
   1427.27844     423.7300     331.2042   1427.27844     423.7300     331.2042
   1427.26318     425.9404     333.1320   1427.26318     425.9404     333.1320
   1427.24792     428.0896     334.8780   1427.24792     428.0896     334.8780
   1427.23267     430.3834     336.6041   1427.23267     430.3834     336.6041
   1427.21741     433.0345     338.3831   1427.21741     433.0345     338.3831
   1427.20215     435.3432     340.9912   1427.20215     435.3432     340.9912
   1427.18689     438.6098     342.1354   1427.18689     438.6098     342.1354
   1427.17163     440.9862     344.7359   1427.17163     440.9862     344.7359
   1427.15637     443.5900     346.0436   1427.15637     443.5900     346.0436
   1427.14111     445.9014     348.6838   1427.14111     445.9014     348.6838
   1427.12585     448.2085     350.5136   1427.12585     448.2085     350.5136
   1427.11060     451.3657     352.6744   1427.11060     451.3657     352.6744
   1427.09534     454.1860     355.0446   1427.09534     454.1860     355.0446
   1427.08008     457.1973     356.2938   1427.08008     457.1973     356.2938
   1427.06482     459.1215     358.7288   1427.06482     459.1215     358.7288
   1427.04956     462.7066     360.5186   1427.04956     462.7066     360.5186
   1427.03430     464.9325     362.9755   1427.03430     464.9325     362.9755
   1427.01904     468.1273     364.7362   1427.01904     468.1273     364.7362
   1427.00378     471.0175     367.5634   1427.00378     471.0175     367.5634
   1426.98853     473.3601     369.4285   1426.98853     473.3601     369.4285
   1426.97327     476.2773     371.8374   1426.97327     476.2773     371.8374
