#     FILENAME=!Skynet_57533_lach-hhg-194-2_20795_21209.cyb.fits
#     BASENAME=Skynet_57533_lach-hhg-194-2_20795_21209
#     SRC_NAME=lach-hhg-194-2
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-25T18:35:49.680
#        OBSID=20795
#      SCANNUM=21209
#          MJD=57533.7759
#          UTC=67039
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=06:15:49.87
#          DEC=16:46:57.15
#      RA(hrs)=6.263900
#     DEC(deg)=16.782500
#    AZIM(deg)=151.820
#    ELEV(deg)=66.060
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     366.5052     264.3036   1427.81250     366.5052     264.3036
   1427.79724     366.3472     265.2267   1427.79724     366.3472     265.2267
   1427.78198     367.6635     266.2134   1427.78198     367.6635     266.2134
   1427.76672     368.3523     267.1644   1427.76672     368.3523     267.1644
   1427.75146     368.8434     268.0619   1427.75146     368.8434     268.0619
   1427.73621     369.7207     269.3943   1427.73621     369.7207     269.3943
   1427.72095     370.7652     269.9938   1427.72095     370.7652     269.9938
   1427.70569     371.8156     271.1257   1427.70569     371.8156     271.1257
   1427.69043     372.7304     272.3112   1427.69043     372.7304     272.3112
   1427.67517     373.4415     273.4404   1427.67517     373.4415     273.4404
   1427.65991     374.2466     274.9002   1427.65991     374.2466     274.9002
   1427.64465     375.6420     275.6320   1427.64465     375.6420     275.6320
   1427.62939     376.2087     277.1653   1427.62939     376.2087     277.1653
   1427.61414     377.9732     278.6562   1427.61414     377.9732     278.6562
   1427.59888     379.1218     279.6971   1427.59888     379.1218     279.6971
   1427.58362     380.8995     280.4783   1427.58362     380.8995     280.4783
   1427.56836     382.2151     281.8642   1427.56836     382.2151     281.8642
   1427.55310     383.3000     283.7356   1427.55310     383.3000     283.7356
   1427.53784     385.0341     284.6745   1427.53784     385.0341     284.6745
   1427.52258     386.4265     286.2484   1427.52258     386.4265     286.2484
   1427.50732     388.5103     288.1991   1427.50732     388.5103     288.1991
   1427.49207     388.8425     289.5144   1427.49207     388.8425     289.5144
   1427.47681     391.7150     290.7017   1427.47681     391.7150     290.7017
   1427.46155     393.1663     292.4815   1427.46155     393.1663     292.4815
   1427.44629     394.4265     293.6677   1427.44629     394.4265     293.6677
   1427.43103     396.2682     295.1581   1427.43103     396.2682     295.1581
   1427.41577     398.0005     297.0208   1427.41577     398.0005     297.0208
   1427.40051     399.8225     298.3059   1427.40051     399.8225     298.3059
   1427.38525     401.7751     300.2797   1427.38525     401.7751     300.2797
   1427.37000     404.2680     302.0150   1427.37000     404.2680     302.0150
   1427.35474     407.1188     303.5793   1427.35474     407.1188     303.5793
   1427.33948     408.9233     304.4434   1427.33948     408.9233     304.4434
   1427.32422     410.9477     306.4983   1427.32422     410.9477     306.4983
   1427.30896     413.5884     308.5634   1427.30896     413.5884     308.5634
   1427.29370     415.5223     310.4495   1427.29370     415.5223     310.4495
   1427.27844     417.5090     311.8036   1427.27844     417.5090     311.8036
   1427.26318     420.5478     313.2610   1427.26318     420.5478     313.2610
   1427.24792     422.8840     315.5254   1427.24792     422.8840     315.5254
   1427.23267     425.1504     317.3033   1427.23267     425.1504     317.3033
   1427.21741     427.5766     318.7499   1427.21741     427.5766     318.7499
   1427.20215     429.8088     321.1700   1427.20215     429.8088     321.1700
   1427.18689     432.8266     322.5262   1427.18689     432.8266     322.5262
   1427.17163     435.3485     323.7756   1427.17163     435.3485     323.7756
   1427.15637     437.8042     326.7519   1427.15637     437.8042     326.7519
   1427.14111     440.4404     328.1250   1427.14111     440.4404     328.1250
   1427.12585     443.0485     330.3078   1427.12585     443.0485     330.3078
   1427.11060     445.5776     332.2072   1427.11060     445.5776     332.2072
   1427.09534     448.1377     333.7843   1427.09534     448.1377     333.7843
   1427.08008     451.7442     335.8695   1427.08008     451.7442     335.8695
   1427.06482     454.2488     337.5573   1427.06482     454.2488     337.5573
   1427.04956     457.4040     339.3895   1427.04956     457.4040     339.3895
   1427.03430     459.9426     341.8083   1427.03430     459.9426     341.8083
   1427.01904     462.6181     343.8495   1427.01904     462.6181     343.8495
   1427.00378     466.7674     346.1259   1427.00378     466.7674     346.1259
   1426.98853     469.2957     347.6844   1426.98853     469.2957     347.6844
   1426.97327     472.1695     348.9580   1426.97327     472.1695     348.9580
   1426.95801     475.8814     351.1420   1426.95801     475.8814     351.1420
   1426.94275     478.4561     353.3832   1426.94275     478.4561     353.3832
   1426.92749     481.8493     355.2507   1426.92749     481.8493     355.2507
   1426.91223     484.3411     356.6978   1426.91223     484.3411     356.6978
   1426.89697     487.4017     359.3877   1426.89697     487.4017     359.3877
   1426.88171     491.1071     360.8490   1426.88171     491.1071     360.8490
   1426.86646     494.8201     362.7949   1426.86646     494.8201     362.7949
   1426.85120     496.6367     364.7061   1426.85120     496.6367     364.7061
   1426.83594     500.7706     366.7287   1426.83594     500.7706     366.7287
   1426.82068     503.6305     368.5705   1426.82068     503.6305     368.5705
   1426.80542     507.8548     370.6226   1426.80542     507.8548     370.6226
   1426.79016     510.3036     372.3514   1426.79016     510.3036     372.3514
   1426.77490     514.5015     374.3751   1426.77490     514.5015     374.3751
   1426.75964     517.0132     376.4637   1426.75964     517.0132     376.4637
   1426.74438     520.1700     378.0670   1426.74438     520.1700     378.0670
   1426.72913     523.2456     379.8101   1426.72913     523.2456     379.8101
   1426.71387     526.9893     381.7408   1426.71387     526.9893     381.7408
   1426.69861     530.0651     384.2954   1426.69861     530.0651     384.2954
   1426.68335     534.3799     385.4204   1426.68335     534.3799     385.4204
   1426.66809     536.6852     387.8347   1426.66809     536.6852     387.8347
   1426.65283     540.5029     389.9587   1426.65283     540.5029     389.9587
   1426.63757     542.9222     391.0919   1426.63757     542.9222     391.0919
   1426.62231     549.0137     393.9731   1426.62231     549.0137     393.9731
   1426.60706     551.1399     394.9948   1426.60706     551.1399     394.9948
   1426.59180     554.1874     396.6700   1426.59180     554.1874     396.6700
   1426.57654     557.1293     397.7941   1426.57654     557.1293     397.7941
   1426.56128     561.3007     398.9926   1426.56128     561.3007     398.9926
   1426.54602     564.6956     401.5481   1426.54602     564.6956     401.5481
   1426.53076     567.5411     403.2928   1426.53076     567.5411     403.2928
   1426.51550     571.7781     405.3034   1426.51550     571.7781     405.3034
   1426.50024     574.4523     407.0332   1426.50024     574.4523     407.0332
   1426.48499     578.0486     409.2525   1426.48499     578.0486     409.2525
   1426.46973     581.0509     410.3132   1426.46973     581.0509     410.3132
   1426.45447     585.6505     411.8795   1426.45447     585.6505     411.8795
   1426.43921     587.6719     413.4714   1426.43921     587.6719     413.4714
