#     FILENAME=!Skynet_57528_lachhhg93_20325_20900.cyb.fits
#     BASENAME=Skynet_57528_lachhhg93_20325_20900
#     SRC_NAME=lachhhg93
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T15:09:46.750
#        OBSID=20325
#      SCANNUM=20900
#          MJD=57528.6328
#          UTC=54675
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=21:24:54.36
#          DEC=50:28:08.26
#      RA(hrs)=21.415100
#     DEC(deg)=50.469000
#    AZIM(deg)=306.691
#    ELEV(deg)=43.565
#     IFattens=11.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     295.1431     236.0854   1427.81250     295.1431     236.0854
   1427.79724     295.4925     236.4217   1427.79724     295.4925     236.4217
   1427.78198     296.2845     237.2964   1427.78198     296.2845     237.2964
   1427.76672     296.9149     237.6694   1427.76672     296.9149     237.6694
   1427.75146     297.3417     238.9406   1427.75146     297.3417     238.9406
   1427.73621     298.2615     239.3777   1427.73621     298.2615     239.3777
   1427.72095     298.5705     240.1933   1427.72095     298.5705     240.1933
   1427.70569     299.7841     240.9888   1427.70569     299.7841     240.9888
   1427.69043     300.2798     241.6893   1427.69043     300.2798     241.6893
   1427.67517     301.3144     242.4369   1427.67517     301.3144     242.4369
   1427.65991     302.2520     243.7031   1427.65991     302.2520     243.7031
   1427.64465     302.6443     244.0687   1427.64465     302.6443     244.0687
   1427.62939     304.0361     245.3898   1427.62939     304.0361     245.3898
   1427.61414     304.9297     246.3873   1427.61414     304.9297     246.3873
   1427.59888     306.2903     247.1972   1427.59888     306.2903     247.1972
   1427.58362     307.3655     248.4736   1427.58362     307.3655     248.4736
   1427.56836     309.0927     249.6380   1427.56836     309.0927     249.6380
   1427.55310     309.6859     250.2474   1427.55310     309.6859     250.2474
   1427.53784     311.0706     251.5829   1427.53784     311.0706     251.5829
   1427.52258     312.2955     253.1658   1427.52258     312.2955     253.1658
   1427.50732     313.8105     253.6520   1427.50732     313.8105     253.6520
   1427.49207     315.1009     254.8179   1427.49207     315.1009     254.8179
   1427.47681     316.6675     256.4010   1427.47681     316.6675     256.4010
   1427.46155     318.0285     257.4686   1427.46155     318.0285     257.4686
   1427.44629     319.2595     258.4005   1427.44629     319.2595     258.4005
