#     FILENAME=!Skynet_57528_lachhhg95_20331_20902.cyb.fits
#     BASENAME=Skynet_57528_lachhhg95_20331_20902
#     SRC_NAME=lachhhg95
#     OBSERVER=hhgmadison16_9500
#     DATE_OBS=2016-05-20T15:13:42.750
#        OBSID=20331
#      SCANNUM=20902
#          MJD=57528.6356
#          UTC=54912
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=21:34:10.44
#          DEC=51:50:25.53
#      RA(hrs)=21.569600
#     DEC(deg)=51.840400
#    AZIM(deg)=308.377
#    ELEV(deg)=44.625
#     IFattens=10.00, 9.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     372.3384     291.2727   1427.81250     372.3384     291.2727
   1427.79724     373.8713     292.1025   1427.79724     373.8713     292.1025
   1427.78198     374.2055     293.2700   1427.78198     374.2055     293.2700
   1427.76672     375.1232     293.8479   1427.76672     375.1232     293.8479
   1427.75146     375.8082     294.3068   1427.75146     375.8082     294.3068
   1427.73621     376.9279     295.2733   1427.73621     376.9279     295.2733
   1427.72095     377.7956     296.0545   1427.72095     377.7956     296.0545
   1427.70569     378.4159     297.3425   1427.70569     378.4159     297.3425
   1427.69043     380.1849     298.1054   1427.69043     380.1849     298.1054
   1427.67517     381.5448     299.6780   1427.67517     381.5448     299.6780
   1427.65991     382.1163     300.9535   1427.65991     382.1163     300.9535
   1427.64465     383.2539     301.8432   1427.64465     383.2539     301.8432
   1427.62939     384.8323     302.4934   1427.62939     384.8323     302.4934
   1427.61414     385.7991     303.8831   1427.61414     385.7991     303.8831
   1427.59888     387.7297     305.0632   1427.59888     387.7297     305.0632
   1427.58362     388.6547     306.0151   1427.58362     388.6547     306.0151
   1427.56836     390.2564     307.5156   1427.56836     390.2564     307.5156
   1427.55310     392.2418     308.6215   1427.55310     392.2418     308.6215
