#     FILENAME=!Skynet_57528_lach-cc-242_20658_21019.cyb.fits
#     BASENAME=Skynet_57528_lach-cc-242_20658_21019
#     SRC_NAME=lach-cc-242
#     OBSERVER=ccmadison16_9505
#     DATE_OBS=2016-05-20T19:13:53.750
#        OBSID=20658
#      SCANNUM=21019
#          MJD=57528.8024
#          UTC=69322
#     SCANTYPE=track
#     DATAMODE=HIRES
#     TUNEFREQ=1420.0000
# Actual_FREQ1=1420.0000
# Actual_FREQ2=1420.0000
#    LO1Tuning=6870.000
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#        FOCUS=37.0709
#           RA=07:48:24.07
#          DEC=-25:37:09.44
#      RA(hrs)=7.806700
#     DEC(deg)=-25.619300
#    AZIM(deg)=151.036
#    ELEV(deg)=19.953
#     IFattens=11.00, 10.00
#      WARNING=None
#    TCAL_XL1=7.9635
#    TCAL_YR1=9.1340
#    TCAL_XL2=7.9635
#    TCAL_YR2=9.1340
#     TRX_XL1=11.7060
#     TRX_YR1=11.7060
#     TRX_XL2=11.7060
#     TRX_YR2=11.7060
#        TAVE=1.0000
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 

   1427.81250     304.2400     244.9951   1427.81250     304.2400     244.9951
   1427.79724     304.5307     245.5455   1427.79724     304.5307     245.5455
   1427.78198     305.3938     245.8488   1427.78198     305.3938     245.8488
   1427.76672     305.9466     246.0054   1427.76672     305.9466     246.0054
   1427.75146     306.2907     246.4327   1427.75146     306.2907     246.4327
   1427.73621     307.1463     247.0416   1427.73621     307.1463     247.0416
   1427.72095     308.1802     248.0336   1427.72095     308.1802     248.0336
   1427.70569     308.4844     248.6709   1427.70569     308.4844     248.6709
   1427.69043     309.9355     248.7709   1427.69043     309.9355     248.7709
   1427.67517     310.7363     249.8082   1427.67517     310.7363     249.8082
   1427.65991     311.6167     250.3701   1427.65991     311.6167     250.3701
   1427.64465     312.4031     251.3225   1427.64465     312.4031     251.3225
   1427.62939     313.9449     251.9330   1427.62939     313.9449     251.9330
   1427.61414     314.4192     252.7320   1427.61414     314.4192     252.7320
   1427.59888     315.6326     253.9486   1427.59888     315.6326     253.9486
   1427.58362     316.1857     254.3500   1427.58362     316.1857     254.3500
   1427.56836     317.3195     255.5935   1427.56836     317.3195     255.5935
   1427.55310     318.6530     256.3965   1427.55310     318.6530     256.3965
   1427.53784     320.5696     257.7888   1427.53784     320.5696     257.7888
   1427.52258     321.5752     257.9605   1427.52258     321.5752     257.9605
   1427.50732     323.1393     259.5833   1427.50732     323.1393     259.5833
   1427.49207     324.2274     260.6270   1427.49207     324.2274     260.6270
   1427.47681     325.8069     261.4197   1427.47681     325.8069     261.4197
   1427.46155     327.4437     263.0015   1427.46155     327.4437     263.0015
   1427.44629     328.0858     264.1518   1427.44629     328.0858     264.1518
   1427.43103     330.0155     265.3345   1427.43103     330.0155     265.3345
   1427.41577     331.0217     266.1796   1427.41577     331.0217     266.1796
   1427.40051     332.9328     267.8758   1427.40051     332.9328     267.8758
   1427.38525     334.9972     269.2647   1427.38525     334.9972     269.2647
   1427.37000     336.5585     270.2517   1427.37000     336.5585     270.2517
   1427.35474     337.9711     271.3064   1427.35474     337.9711     271.3064
   1427.33948     339.7399     272.8084   1427.33948     339.7399     272.8084
   1427.32422     341.7248     274.5010   1427.32422     341.7248     274.5010
   1427.30896     343.1968     275.7328   1427.30896     343.1968     275.7328
   1427.29370     345.2031     277.3702   1427.29370     345.2031     277.3702
   1427.27844     346.6108     278.5620   1427.27844     346.6108     278.5620
   1427.26318     348.6054     280.0229   1427.26318     348.6054     280.0229
   1427.24792     351.1496     282.0066   1427.24792     351.1496     282.0066
   1427.23267     352.4903     283.3821   1427.23267     352.4903     283.3821
   1427.21741     354.5076     285.1269   1427.21741     354.5076     285.1269
   1427.20215     356.2789     286.5072   1427.20215     356.2789     286.5072
   1427.18689     357.9643     288.0321   1427.18689     357.9643     288.0321
   1427.17163     359.6532     289.6763   1427.17163     359.6532     289.6763
   1427.15637     362.3141     291.7076   1427.15637     362.3141     291.7076
   1427.14111     364.4411     292.7812   1427.14111     364.4411     292.7812
   1427.12585     366.5343     295.2151   1427.12585     366.5343     295.2151
   1427.11060     369.1772     296.5094   1427.11060     369.1772     296.5094
   1427.09534     371.2632     298.4717   1427.09534     371.2632     298.4717
   1427.08008     372.8557     300.4239   1427.08008     372.8557     300.4239
   1427.06482     375.0155     301.9802   1427.06482     375.0155     301.9802
   1427.04956     377.4586     303.5190   1427.04956     377.4586     303.5190
   1427.03430     380.0603     305.9705   1427.03430     380.0603     305.9705
   1427.01904     381.6363     307.6160   1427.01904     381.6363     307.6160
